racial_identity,count,etl_timestamp
NA,94,2020-09-11 17:20:02
Asian,60,2020-09-11 17:20:02
UNKNOWN,31,2020-09-11 17:20:02
AFRICAN AMERICAN,885,2020-09-11 17:20:02
Other,48,2020-09-11 17:20:02
HISPANIC,160,2020-09-11 17:20:02
White,489,2020-09-11 17:20:02
