racial_identity,count,etl_timestamp
NA,97,2020-09-22 17:20:03
Asian,60,2020-09-22 17:20:03
UNKNOWN,32,2020-09-22 17:20:03
AFRICAN AMERICAN,890,2020-09-22 17:20:03
Other,48,2020-09-22 17:20:03
HISPANIC,160,2020-09-22 17:20:03
White,497,2020-09-22 17:20:03
