result_date,etl_timestamp,negative,positive
2020-05-15,2020-09-07 17:20:02,1710,264
2020-03-20,2020-09-07 17:20:02,177,32
2020-08-08,2020-09-07 17:20:02,2350,94
2020-06-11,2020-09-07 17:20:02,1594,104
2020-07-06,2020-09-07 17:20:02,1943,115
2020-08-01,2020-09-07 17:20:02,2051,67
2020-03-27,2020-09-07 17:20:02,772,223
2020-08-26,2020-09-07 17:20:02,3311,119
2020-05-05,2020-09-07 17:20:02,1228,368
2020-07-05,2020-09-07 17:20:02,1195,80
2020-03-18,2020-09-07 17:20:02,178,8
2020-07-09,2020-09-07 17:20:02,2303,114
2020-04-10,2020-09-07 17:20:02,877,578
2020-08-19,2020-09-07 17:20:02,3571,120
2020-03-25,2020-09-07 17:20:02,657,169
2020-08-03,2020-09-07 17:20:02,1688,90
2020-09-07,2020-09-07 17:20:02,192,10
2020-04-23,2020-09-07 17:20:02,1189,574
2020-05-07,2020-09-07 17:20:02,1410,312
2020-07-27,2020-09-07 17:20:02,1757,165
2020-04-01,2020-09-07 17:20:02,746,421
2020-07-02,2020-09-07 17:20:02,1994,121
2020-06-07,2020-09-07 17:20:02,1108,89
2020-06-25,2020-09-07 17:20:02,2094,124
2020-06-17,2020-09-07 17:20:02,2423,145
2020-08-09,2020-09-07 17:20:02,2608,113
2020-03-19,2020-09-07 17:20:02,273,32
2020-04-12,2020-09-07 17:20:02,692,418
2020-08-17,2020-09-07 17:20:02,2171,88
2020-05-21,2020-09-07 17:20:02,2142,320
2020-06-04,2020-09-07 17:20:02,1341,85
2020-06-28,2020-09-07 17:20:02,1604,95
2020-05-10,2020-09-07 17:20:02,773,123
2020-05-04,2020-09-07 17:20:02,807,373
2020-08-27,2020-09-07 17:20:02,2819,147
2020-05-22,2020-09-07 17:20:02,1731,202
2020-04-14,2020-09-07 17:20:02,509,381
2020-08-15,2020-09-07 17:20:02,3027,106
2020-08-05,2020-09-07 17:20:02,2774,140
2020-03-23,2020-09-07 17:20:02,311,71
2020-05-06,2020-09-07 17:20:02,1530,360
2020-06-13,2020-09-07 17:20:02,1773,99
2020-03-24,2020-09-07 17:20:02,471,117
2020-08-04,2020-09-07 17:20:02,2918,103
2020-04-09,2020-09-07 17:20:02,821,583
2020-08-20,2020-09-07 17:20:02,2972,113
2020-05-19,2020-09-07 17:20:02,1486,258
2020-03-31,2020-09-07 17:20:02,737,362
2020-07-28,2020-09-07 17:20:02,2765,116
2020-05-11,2020-09-07 17:20:02,889,246
2020-06-19,2020-09-07 17:20:02,2122,121
2020-05-20,2020-09-07 17:20:02,1704,194
2020-07-21,2020-09-07 17:20:02,2676,156
2020-04-02,2020-09-07 17:20:02,695,362
2020-07-26,2020-09-07 17:20:02,2253,93
2020-04-28,2020-09-07 17:20:02,1128,472
2020-09-02,2020-09-07 17:20:02,2945,124
2020-06-16,2020-09-07 17:20:02,2090,88
2020-03-30,2020-09-07 17:20:02,472,241
2020-07-29,2020-09-07 17:20:02,2623,153
2020-07-22,2020-09-07 17:20:02,3602,204
2020-06-06,2020-09-07 17:20:02,1163,84
2020-09-05,2020-09-07 17:20:02,2150,56
2020-04-25,2020-09-07 17:20:02,843,329
2020-05-24,2020-09-07 17:20:02,1402,177
2020-07-25,2020-09-07 17:20:02,2722,141
2020-04-03,2020-09-07 17:20:02,893,512
2020-06-01,2020-09-07 17:20:02,1250,103
2020-08-10,2020-09-07 17:20:02,2016,110
2020-04-19,2020-09-07 17:20:02,456,263
2020-08-02,2020-09-07 17:20:02,2345,85
2020-03-26,2020-09-07 17:20:02,565,195
2020-07-15,2020-09-07 17:20:02,2940,159
2020-06-23,2020-09-07 17:20:02,2173,155
2020-08-18,2020-09-07 17:20:02,3066,125
2020-04-11,2020-09-07 17:20:02,639,417
2020-05-27,2020-09-07 17:20:02,1918,187
2020-05-09,2020-09-07 17:20:02,1153,226
2020-07-10,2020-09-07 17:20:02,1809,112
2020-03-17,2020-09-07 17:20:02,166,16
2020-07-04,2020-09-07 17:20:02,1323,69
2020-03-22,2020-09-07 17:20:02,165,51
2020-08-06,2020-09-07 17:20:02,2973,162
2020-07-18,2020-09-07 17:20:02,2423,117
2020-06-29,2020-09-07 17:20:02,2110,128
2020-06-05,2020-09-07 17:20:02,1453,119
2020-07-12,2020-09-07 17:20:02,1212,88
2020-03-15,2020-09-07 17:20:02,30,NA
2020-05-14,2020-09-07 17:20:02,1780,264
2020-07-19,2020-09-07 17:20:02,1988,105
2020-08-23,2020-09-07 17:20:02,1819,59
2020-04-06,2020-09-07 17:20:02,860,555
2020-05-29,2020-09-07 17:20:02,1948,206
2020-06-08,2020-09-07 17:20:02,1398,110
2020-05-25,2020-09-07 17:20:02,1292,129
2020-04-27,2020-09-07 17:20:02,826,431
2020-09-03,2020-09-07 17:20:02,2727,88
2020-06-15,2020-09-07 17:20:02,1821,95
2020-03-16,2020-09-07 17:20:02,85,7
2020-07-11,2020-09-07 17:20:02,1425,99
2020-08-29,2020-09-07 17:20:02,2606,120
2020-05-02,2020-09-07 17:20:02,885,307
2020-07-24,2020-09-07 17:20:02,3331,213
2020-04-18,2020-09-07 17:20:02,575,275
2020-08-11,2020-09-07 17:20:02,3291,166
2020-05-13,2020-09-07 17:20:02,1489,245
2020-03-12,2020-09-07 17:20:02,18,NA
2020-09-01,2020-09-07 17:20:02,3380,206
2020-04-29,2020-09-07 17:20:02,1607,525
2020-05-23,2020-09-07 17:20:02,1535,196
2020-04-07,2020-09-07 17:20:02,755,513
2020-08-22,2020-09-07 17:20:02,2983,85
2020-04-30,2020-09-07 17:20:02,1401,436
2020-08-31,2020-09-07 17:20:02,1620,117
2020-06-12,2020-09-07 17:20:02,1868,105
2020-07-01,2020-09-07 17:20:02,2293,159
2020-03-08,2020-09-07 17:20:02,11,NA
