result_date,etl_timestamp,negative,positive
2020-07-17,2020-09-07 17:20:02,2992,200
2020-08-25,2020-09-07 17:20:02,2966,104
2020-04-04,2020-09-07 17:20:02,811,553
2020-08-07,2020-09-07 17:20:02,2598,102
2020-03-21,2020-09-07 17:20:02,351,53
2020-05-16,2020-09-07 17:20:02,1370,166
2020-06-09,2020-09-07 17:20:02,1969,142
2020-04-20,2020-09-07 17:20:02,626,492
2020-08-16,2020-09-07 17:20:02,2240,95
2020-04-13,2020-09-07 17:20:02,354,254
2020-05-08,2020-09-07 17:20:02,1279,357
2020-05-26,2020-09-07 17:20:02,1775,222
2020-06-18,2020-09-07 17:20:02,2113,100
2020-05-03,2020-09-07 17:20:02,619,169
2020-08-28,2020-09-07 17:20:02,3109,128
2020-03-28,2020-09-07 17:20:02,472,146
2020-07-31,2020-09-07 17:20:02,2853,149
2020-09-04,2020-09-07 17:20:02,2741,84
2020-04-26,2020-09-07 17:20:02,594,207
2020-06-24,2020-09-07 17:20:02,2042,130
2020-07-20,2020-09-07 17:20:02,2324,125
2020-06-02,2020-09-07 17:20:02,1522,133
2020-06-26,2020-09-07 17:20:02,1504,88
2020-08-24,2020-09-07 17:20:02,2010,82
2020-04-05,2020-09-07 17:20:02,663,411
2020-04-21,2020-09-07 17:20:02,921,509
2020-06-10,2020-09-07 17:20:02,2057,114
2020-05-17,2020-09-07 17:20:02,1178,142
2020-07-03,2020-09-07 17:20:02,2570,128
2020-08-13,2020-09-07 17:20:02,3001,101
2020-04-16,2020-09-07 17:20:02,761,526
2020-03-11,2020-09-07 17:20:02,13,NA
2020-07-16,2020-09-07 17:20:02,2671,146
2020-05-12,2020-09-07 17:20:02,1346,248
2020-06-21,2020-09-07 17:20:02,1093,66
2020-07-13,2020-09-07 17:20:02,2013,138
2020-03-14,2020-09-07 17:20:02,49,6
2020-07-07,2020-09-07 17:20:02,2388,139
2020-05-30,2020-09-07 17:20:02,1527,127
2020-06-14,2020-09-07 17:20:02,1242,60
2020-04-22,2020-09-07 17:20:02,975,533
2020-07-08,2020-09-07 17:20:02,2981,121
2020-06-20,2020-09-07 17:20:02,2099,124
2020-06-27,2020-09-07 17:20:02,1560,112
2020-07-23,2020-09-07 17:20:02,3925,220
2020-05-31,2020-09-07 17:20:02,1418,112
2020-05-18,2020-09-07 17:20:02,902,182
2020-04-08,2020-09-07 17:20:02,920,579
2020-08-21,2020-09-07 17:20:02,2901,92
2020-04-15,2020-09-07 17:20:02,874,607
2020-08-14,2020-09-07 17:20:02,3182,129
2020-05-28,2020-09-07 17:20:02,2005,210
2020-03-13,2020-09-07 17:20:02,50,NA
2020-07-14,2020-09-07 17:20:02,2322,144
2020-06-22,2020-09-07 17:20:02,1566,108
2020-06-30,2020-09-07 17:20:02,2114,129
2020-07-30,2020-09-07 17:20:02,2927,136
2020-03-29,2020-09-07 17:20:02,477,215
2020-04-17,2020-09-07 17:20:02,998,599
2020-08-12,2020-09-07 17:20:02,4261,201
2020-05-01,2020-09-07 17:20:02,1063,419
2020-08-30,2020-09-07 17:20:02,1952,83
2020-09-06,2020-09-07 17:20:02,2384,43
2020-04-24,2020-09-07 17:20:02,1147,492
2020-06-03,2020-09-07 17:20:02,1623,147
