result_date,etl_timestamp,positive,negative
2020-04-14,2020-07-16 17:20:02,380,517
2020-05-31,2020-07-16 17:20:02,112,1426
2020-05-06,2020-07-16 17:20:02,357,1553
2020-06-20,2020-07-16 17:20:02,124,2087
2020-07-01,2020-07-16 17:20:02,159,2358
2020-03-19,2020-07-16 17:20:02,32,267
2020-05-17,2020-07-16 17:20:02,142,1174
2020-05-28,2020-07-16 17:20:02,208,2025
2020-06-04,2020-07-16 17:20:02,87,1345
2020-03-30,2020-07-16 17:20:02,241,464
2020-04-26,2020-07-16 17:20:02,206,623
2020-05-15,2020-07-16 17:20:02,264,1726
2020-06-12,2020-07-16 17:20:02,105,1862
2020-03-16,2020-07-16 17:20:02,7,84
2020-07-11,2020-07-16 17:20:02,96,1410
2020-03-27,2020-07-16 17:20:02,223,776
2020-06-15,2020-07-16 17:20:02,95,1832
2020-04-08,2020-07-16 17:20:02,579,923
2020-04-24,2020-07-16 17:20:02,491,1153
2020-07-04,2020-07-16 17:20:02,65,1328
2020-06-29,2020-07-16 17:20:02,128,2111
2020-04-29,2020-07-16 17:20:02,523,1632
2020-06-18,2020-07-16 17:20:02,102,2125
2020-04-13,2020-07-16 17:20:02,253,357
2020-06-13,2020-07-16 17:20:02,99,1772
2020-06-27,2020-07-16 17:20:02,109,1563
2020-05-19,2020-07-16 17:20:02,260,1501
2020-05-27,2020-07-16 17:20:02,189,1952
2020-04-01,2020-07-16 17:20:02,421,749
2020-03-25,2020-07-16 17:20:02,171,668
2020-05-12,2020-07-16 17:20:02,248,1361
2020-07-13,2020-07-16 17:20:02,132,2008
2020-03-14,2020-07-16 17:20:02,6,49
2020-04-16,2020-07-16 17:20:02,525,775
2020-06-02,2020-07-16 17:20:02,133,1526
2020-07-06,2020-07-16 17:20:02,115,1930
2020-05-22,2020-07-16 17:20:02,205,1751
2020-04-06,2020-07-16 17:20:02,554,867
2020-06-07,2020-07-16 17:20:02,90,1108
2020-05-05,2020-07-16 17:20:02,366,1265
2020-03-11,2020-07-16 17:20:02,NA,12
