result_date,etl_timestamp,negative,positive
2020-05-27,2020-08-17 17:20:01,1910,189
2020-07-12,2020-08-17 17:20:01,1199,87
2020-03-15,2020-08-17 17:20:01,30,NA
2020-08-10,2020-08-17 17:20:01,2004,102
2020-04-19,2020-08-17 17:20:01,456,261
2020-05-14,2020-08-17 17:20:01,1777,264
2020-06-04,2020-08-17 17:20:01,1341,85
2020-04-25,2020-08-17 17:20:01,842,327
2020-07-19,2020-08-17 17:20:01,1973,105
2020-04-06,2020-08-17 17:20:01,860,552
2020-06-30,2020-08-17 17:20:01,2112,128
2020-05-29,2020-08-17 17:20:01,1946,202
2020-06-01,2020-08-17 17:20:01,1250,101
2020-05-09,2020-08-17 17:20:01,1152,225
2020-04-12,2020-08-17 17:20:01,691,416
2020-08-17,2020-08-17 17:20:01,184,6
2020-07-10,2020-08-17 17:20:01,1803,110
2020-03-17,2020-08-17 17:20:01,169,16
2020-07-04,2020-08-17 17:20:01,1323,69
2020-03-22,2020-08-17 17:20:01,165,51
2020-08-06,2020-08-17 17:20:01,2964,161
2020-07-26,2020-08-17 17:20:01,2252,92
2020-04-02,2020-08-17 17:20:01,692,362
2020-07-18,2020-08-17 17:20:01,2413,110
2020-06-29,2020-08-17 17:20:01,2104,128
2020-06-05,2020-08-17 17:20:01,1453,117
2020-06-10,2020-08-17 17:20:01,2056,111
2020-04-24,2020-08-17 17:20:01,1145,490
2020-05-20,2020-08-17 17:20:01,1704,194
2020-05-02,2020-08-17 17:20:01,884,304
2020-08-15,2020-08-17 17:20:01,2848,78
2020-04-14,2020-08-17 17:20:01,506,378
2020-07-30,2020-08-17 17:20:01,2920,136
2020-03-29,2020-08-17 17:20:01,477,215
2020-06-15,2020-08-17 17:20:01,1816,95
2020-05-03,2020-08-17 17:20:01,619,168
2020-05-28,2020-08-17 17:20:01,2003,207
2020-07-08,2020-08-17 17:20:01,2975,121
2020-03-13,2020-08-17 17:20:01,69,NA
2020-07-14,2020-08-17 17:20:01,2319,144
2020-06-09,2020-08-17 17:20:01,1968,141
2020-06-22,2020-08-17 17:20:01,1566,108
