result_date,etl_timestamp,negative,positive
2020-08-29,2020-09-19 17:20:03,2606,122
2020-06-17,2020-09-19 17:20:03,2423,144
2020-06-02,2020-09-19 17:20:03,1522,133
2020-06-26,2020-09-19 17:20:03,1504,88
2020-08-24,2020-09-19 17:20:03,2010,79
2020-04-05,2020-09-19 17:20:03,663,411
2020-06-05,2020-09-19 17:20:03,1453,119
2020-07-21,2020-09-19 17:20:03,2677,156
2020-04-08,2020-09-19 17:20:03,920,579
2020-08-21,2020-09-19 17:20:03,2901,91
2020-05-23,2020-09-19 17:20:03,1535,196
2020-06-13,2020-09-19 17:20:03,1774,99
2020-07-01,2020-09-19 17:20:03,2293,159
2020-03-17,2020-09-19 17:20:03,166,16
2020-07-10,2020-09-19 17:20:03,1809,113
2020-03-31,2020-09-19 17:20:03,737,362
2020-07-28,2020-09-19 17:20:03,2765,116
2020-07-19,2020-09-19 17:20:03,1990,105
2020-03-08,2020-09-19 17:20:03,11,NA
2020-06-23,2020-09-19 17:20:03,2173,155
2020-08-18,2020-09-19 17:20:03,3066,124
2020-04-11,2020-09-19 17:20:03,639,416
2020-04-22,2020-09-19 17:20:03,975,533
2020-09-08,2020-09-19 17:20:03,1914,51
2020-06-01,2020-09-19 17:20:03,1250,103
2020-05-27,2020-09-19 17:20:03,1918,187
2020-05-09,2020-09-19 17:20:03,1153,226
2020-08-10,2020-09-19 17:20:03,2017,110
2020-04-19,2020-09-19 17:20:03,456,263
2020-08-02,2020-09-19 17:20:03,2345,85
2020-03-26,2020-09-19 17:20:03,565,195
2020-07-15,2020-09-19 17:20:03,2940,159
2020-07-08,2020-09-19 17:20:03,2981,123
2020-06-20,2020-09-19 17:20:03,2099,124
2020-06-27,2020-09-19 17:20:03,1561,112
2020-07-23,2020-09-19 17:20:03,3925,220
2020-05-31,2020-09-19 17:20:03,1418,112
2020-09-14,2020-09-19 17:20:03,2524,70
2020-05-18,2020-09-19 17:20:03,902,182
2020-04-15,2020-09-19 17:20:03,874,607
2020-08-14,2020-09-19 17:20:03,3182,129
2020-08-28,2020-09-19 17:20:03,3109,128
2020-05-03,2020-09-19 17:20:03,619,169
2020-05-28,2020-09-19 17:20:03,2005,210
2020-08-30,2020-09-19 17:20:03,1952,85
2020-05-01,2020-09-19 17:20:03,1063,420
2020-07-27,2020-09-19 17:20:03,1757,165
2020-04-01,2020-09-19 17:20:03,746,421
2020-04-20,2020-09-19 17:20:03,626,492
2020-09-10,2020-09-19 17:20:03,2921,98
2020-07-02,2020-09-19 17:20:03,1994,120
2020-06-14,2020-09-19 17:20:03,1242,60
2020-06-07,2020-09-19 17:20:03,1108,89
2020-06-25,2020-09-19 17:20:03,2094,124
2020-07-30,2020-09-19 17:20:03,2927,136
2020-03-29,2020-09-19 17:20:03,477,215
2020-06-22,2020-09-19 17:20:03,1566,108
2020-05-12,2020-09-19 17:20:03,1346,247
2020-04-17,2020-09-19 17:20:03,998,599
2020-08-12,2020-09-19 17:20:03,4261,202
2020-09-06,2020-09-19 17:20:03,2924,64
2020-04-24,2020-09-19 17:20:03,1147,492
2020-06-03,2020-09-19 17:20:03,1623,147
2020-09-17,2020-09-19 17:20:03,2275,42
2020-05-15,2020-09-19 17:20:03,1710,264
2020-03-13,2020-09-19 17:20:03,50,NA
2020-07-14,2020-09-19 17:20:03,2322,144
2020-06-09,2020-09-19 17:20:03,1969,142
2020-06-30,2020-09-19 17:20:03,2114,129
2020-07-17,2020-09-19 17:20:03,2992,200
2020-08-25,2020-09-19 17:20:03,2968,102
2020-04-04,2020-09-19 17:20:03,811,553
2020-08-07,2020-09-19 17:20:03,2598,102
2020-03-21,2020-09-19 17:20:03,351,54
2020-05-16,2020-09-19 17:20:03,1370,167
2020-09-16,2020-09-19 17:20:03,3249,75
2020-08-16,2020-09-19 17:20:03,2240,95
2020-04-13,2020-09-19 17:20:03,354,254
2020-05-08,2020-09-19 17:20:03,1279,354
2020-05-26,2020-09-19 17:20:03,1775,222
2020-06-18,2020-09-19 17:20:03,2113,100
2020-03-28,2020-09-19 17:20:03,472,146
2020-07-31,2020-09-19 17:20:03,2853,148
2020-09-04,2020-09-19 17:20:03,3005,95
2020-04-26,2020-09-19 17:20:03,594,206
2020-08-09,2020-09-19 17:20:03,2608,114
2020-03-19,2020-09-19 17:20:03,273,32
2020-04-12,2020-09-19 17:20:03,692,418
2020-08-17,2020-09-19 17:20:03,2171,88
2020-05-21,2020-09-19 17:20:03,2142,319
2020-09-11,2020-09-19 17:20:03,2560,85
2020-06-04,2020-09-19 17:20:03,1341,85
2020-06-28,2020-09-19 17:20:03,1604,96
2020-05-10,2020-09-19 17:20:03,773,126
2020-05-04,2020-09-19 17:20:03,807,372
2020-08-27,2020-09-19 17:20:03,2819,142
2020-05-22,2020-09-19 17:20:03,1731,203
2020-07-05,2020-09-19 17:20:03,1195,80
2020-04-14,2020-09-19 17:20:03,509,381
2020-08-15,2020-09-19 17:20:03,3028,107
2020-08-05,2020-09-19 17:20:03,2774,144
2020-03-23,2020-09-19 17:20:03,311,71
2020-09-07,2020-09-19 17:20:03,1711,50
2020-04-23,2020-09-19 17:20:03,1189,575
2020-05-06,2020-09-19 17:20:03,1530,361
2020-08-22,2020-09-19 17:20:03,2983,89
2020-04-07,2020-09-19 17:20:03,755,512
2020-09-15,2020-09-19 17:20:03,3033,95
2020-05-17,2020-09-19 17:20:03,1178,142
2020-07-18,2020-09-19 17:20:03,2423,117
2020-04-03,2020-09-19 17:20:03,893,512
2020-07-25,2020-09-19 17:20:03,2722,141
2020-06-12,2020-09-19 17:20:03,1868,106
2020-05-19,2020-09-19 17:20:03,1486,258
2020-09-13,2020-09-19 17:20:03,2882,59
2020-07-24,2020-09-19 17:20:03,3331,213
2020-04-29,2020-09-19 17:20:03,1607,525
2020-09-01,2020-09-19 17:20:03,3388,208
2020-05-25,2020-09-19 17:20:03,1292,128
2020-08-31,2020-09-19 17:20:03,1621,120
2020-04-30,2020-09-19 17:20:03,1401,435
2020-08-13,2020-09-19 17:20:03,3001,100
2020-04-16,2020-09-19 17:20:03,761,526
2020-05-13,2020-09-19 17:20:03,1489,245
2020-06-24,2020-09-19 17:20:03,2042,130
2020-06-08,2020-09-19 17:20:03,1398,111
2020-03-12,2020-09-19 17:20:03,17,NA
2020-07-04,2020-09-19 17:20:03,1323,69
2020-05-24,2020-09-19 17:20:03,1402,177
2020-07-22,2020-09-19 17:20:03,3602,204
2020-04-21,2020-09-19 17:20:03,921,509
2020-09-09,2020-09-19 17:20:03,2580,63
2020-06-10,2020-09-19 17:20:03,2057,114
2020-07-03,2020-09-19 17:20:03,2571,130
2020-03-11,2020-09-19 17:20:03,13,NA
2020-07-16,2020-09-19 17:20:03,2671,146
2020-06-21,2020-09-19 17:20:03,1093,66
2020-07-13,2020-09-19 17:20:03,2013,138
2020-03-14,2020-09-19 17:20:03,50,6
2020-07-07,2020-09-19 17:20:03,2388,139
2020-05-30,2020-09-19 17:20:03,1527,126
2020-03-24,2020-09-19 17:20:03,471,117
2020-08-04,2020-09-19 17:20:03,2919,104
2020-04-09,2020-09-19 17:20:03,821,583
