result_date,etl_timestamp,negative,positive
2020-08-20,2020-09-19 17:20:03,2975,108
2020-07-20,2020-09-19 17:20:03,2324,125
2020-07-09,2020-09-19 17:20:03,2304,116
2020-03-18,2020-09-19 17:20:03,178,8
2020-06-16,2020-09-19 17:20:03,2090,88
2020-03-30,2020-09-19 17:20:03,472,241
2020-07-29,2020-09-19 17:20:03,2623,154
2020-06-06,2020-09-19 17:20:03,1163,84
2020-09-05,2020-09-19 17:20:03,2396,73
2020-04-25,2020-09-19 17:20:03,843,329
2020-05-05,2020-09-19 17:20:03,1229,368
2020-08-26,2020-09-19 17:20:03,3311,124
2020-05-11,2020-09-19 17:20:03,889,247
2020-06-19,2020-09-19 17:20:03,2122,121
2020-09-12,2020-09-19 17:20:03,2919,81
2020-05-20,2020-09-19 17:20:03,1705,193
2020-08-03,2020-09-19 17:20:03,1688,90
2020-03-25,2020-09-19 17:20:03,657,169
2020-08-08,2020-09-19 17:20:03,2350,94
2020-03-20,2020-09-19 17:20:03,177,32
2020-04-02,2020-09-19 17:20:03,695,361
2020-07-26,2020-09-19 17:20:03,2253,93
2020-04-28,2020-09-19 17:20:03,1128,472
2020-09-02,2020-09-19 17:20:03,3180,140
2020-06-11,2020-09-19 17:20:03,1596,104
2020-07-06,2020-09-19 17:20:03,1943,116
2020-08-01,2020-09-19 17:20:03,2051,71
2020-03-27,2020-09-19 17:20:03,772,223
2020-07-12,2020-09-19 17:20:03,1213,87
2020-03-15,2020-09-19 17:20:03,30,NA
2020-05-14,2020-09-19 17:20:03,1780,264
2020-08-23,2020-09-19 17:20:03,1820,60
2020-04-06,2020-09-19 17:20:03,860,555
2020-04-10,2020-09-19 17:20:03,877,579
2020-08-19,2020-09-19 17:20:03,3573,117
2020-05-07,2020-09-19 17:20:03,1410,312
2020-04-27,2020-09-19 17:20:03,826,429
2020-09-03,2020-09-19 17:20:03,2962,124
2020-06-15,2020-09-19 17:20:03,1821,95
2020-03-16,2020-09-19 17:20:03,85,7
2020-07-11,2020-09-19 17:20:03,1426,100
2020-03-22,2020-09-19 17:20:03,166,50
2020-08-06,2020-09-19 17:20:03,2976,162
2020-06-29,2020-09-19 17:20:03,2109,128
2020-05-29,2020-09-19 17:20:03,1948,206
2020-05-02,2020-09-19 17:20:03,885,307
2020-08-11,2020-09-19 17:20:03,3291,166
2020-04-18,2020-09-19 17:20:03,575,275
2020-09-18,2020-09-19 17:20:03,239,NA
