result_date,etl_timestamp,positive,negative
2020-05-18,2020-06-30 17:20:01,184,894
2020-05-26,2020-06-30 17:20:01,222,1778
2020-04-11,2020-06-30 17:20:01,418,679
2020-05-04,2020-06-30 17:20:01,376,816
2020-05-10,2020-06-30 17:20:01,123,778
2020-03-31,2020-06-30 17:20:01,363,742
2020-03-12,2020-06-30 17:20:01,NA,21
2020-06-21,2020-06-30 17:20:01,63,1085
2020-06-08,2020-06-30 17:20:01,113,1402
2020-06-30,2020-06-30 17:20:01,6,199
2020-03-22,2020-06-30 17:20:01,51,165
2020-04-25,2020-06-30 17:20:01,329,859
2020-05-21,2020-06-30 17:20:01,319,2154
2020-04-12,2020-06-30 17:20:01,419,709
2020-04-30,2020-06-30 17:20:01,436,1433
2020-05-03,2020-06-30 17:20:01,169,635
2020-04-07,2020-06-30 17:20:01,514,793
2020-06-17,2020-06-30 17:20:01,143,2472
2020-05-14,2020-06-30 17:20:01,263,1780
2020-04-27,2020-06-30 17:20:01,429,842
2020-03-23,2020-06-30 17:20:01,72,311
2020-06-16,2020-06-30 17:20:01,89,2182
2020-03-17,2020-06-30 17:20:01,16,160
2020-03-28,2020-06-30 17:20:01,146,473
2020-05-09,2020-06-30 17:20:01,225,1187
2020-06-01,2020-06-30 17:20:01,103,1250
2020-04-04,2020-06-30 17:20:01,553,822
2020-05-16,2020-06-30 17:20:01,165,1364
2020-06-09,2020-06-30 17:20:01,142,1970
2020-03-13,2020-06-30 17:20:01,NA,47
2020-06-05,2020-06-30 17:20:01,118,1460
2020-06-22,2020-06-30 17:20:01,107,1568
2020-05-13,2020-06-30 17:20:01,246,1495
2020-03-29,2020-06-30 17:20:01,215,487
2020-05-29,2020-06-30 17:20:01,205,1966
2020-05-20,2020-06-30 17:20:01,195,1704
2020-03-26,2020-06-30 17:20:01,194,573
2020-03-08,2020-06-30 17:20:01,NA,11
2020-04-23,2020-06-30 17:20:01,573,1235
2020-05-23,2020-06-30 17:20:01,196,1543
2020-04-15,2020-06-30 17:20:01,601,870
2020-06-19,2020-06-30 17:20:01,117,2107
2020-06-14,2020-06-30 17:20:01,59,1250
2020-04-21,2020-06-30 17:20:01,510,923
2020-06-26,2020-06-30 17:20:01,78,1554
2020-04-28,2020-06-30 17:20:01,473,1145
2020-04-03,2020-06-30 17:20:01,512,910
2020-05-24,2020-06-30 17:20:01,178,1412
2020-04-17,2020-06-30 17:20:01,600,1026
2020-06-06,2020-06-30 17:20:01,84,1165
2020-04-09,2020-06-30 17:20:01,582,855
2020-06-24,2020-06-30 17:20:01,126,2086
2020-03-15,2020-06-30 17:20:01,NA,30
2020-04-18,2020-06-30 17:20:01,275,583
2020-06-03,2020-06-30 17:20:01,146,1633
2020-05-08,2020-06-30 17:20:01,358,1294
2020-06-28,2020-06-30 17:20:01,81,1493
2020-03-18,2020-06-30 17:20:01,8,170
2020-06-10,2020-06-30 17:20:01,113,2128
2020-03-20,2020-06-30 17:20:01,33,173
2020-04-05,2020-06-30 17:20:01,411,662
2020-03-21,2020-06-30 17:20:01,53,340
2020-05-01,2020-06-30 17:20:01,419,1121
2020-05-07,2020-06-30 17:20:01,313,1413
2020-05-02,2020-06-30 17:20:01,308,913
2020-03-24,2020-06-30 17:20:01,116,481
2020-06-23,2020-06-30 17:20:01,151,2246
2020-04-10,2020-06-30 17:20:01,585,924
2020-06-11,2020-06-30 17:20:01,103,1591
2020-04-19,2020-06-30 17:20:01,261,463
2020-06-25,2020-06-30 17:20:01,117,2125
2020-05-11,2020-06-30 17:20:01,248,883
2020-04-20,2020-06-30 17:20:01,493,668
2020-05-25,2020-06-30 17:20:01,128,1303
2020-04-02,2020-06-30 17:20:01,364,708
2020-05-30,2020-06-30 17:20:01,128,1535
2020-04-22,2020-06-30 17:20:01,530,1025
2020-04-14,2020-06-30 17:20:01,381,517
2020-05-31,2020-06-30 17:20:01,113,1424
2020-05-06,2020-06-30 17:20:01,357,1553
2020-06-20,2020-06-30 17:20:01,123,2083
2020-03-19,2020-06-30 17:20:01,32,267
2020-05-17,2020-06-30 17:20:01,142,1174
2020-05-28,2020-06-30 17:20:01,207,2025
2020-06-04,2020-06-30 17:20:01,87,1345
2020-03-30,2020-06-30 17:20:01,241,463
2020-04-26,2020-06-30 17:20:01,207,623
2020-05-15,2020-06-30 17:20:01,264,1723
2020-06-12,2020-06-30 17:20:01,105,1862
2020-03-16,2020-06-30 17:20:01,7,84
2020-03-27,2020-06-30 17:20:01,222,776
2020-06-15,2020-06-30 17:20:01,95,1832
2020-04-08,2020-06-30 17:20:01,579,923
2020-04-24,2020-06-30 17:20:01,491,1152
2020-06-29,2020-06-30 17:20:01,79,1449
2020-04-29,2020-06-30 17:20:01,523,1631
2020-06-18,2020-06-30 17:20:01,99,2124
2020-04-13,2020-06-30 17:20:01,253,357
2020-06-13,2020-06-30 17:20:01,98,1772
2020-06-27,2020-06-30 17:20:01,98,1545
2020-05-19,2020-06-30 17:20:01,258,1501
2020-05-27,2020-06-30 17:20:01,190,1952
2020-04-01,2020-06-30 17:20:01,421,749
2020-03-25,2020-06-30 17:20:01,171,667
2020-05-12,2020-06-30 17:20:01,248,1358
2020-03-14,2020-06-30 17:20:01,6,49
2020-04-16,2020-06-30 17:20:01,523,774
2020-06-02,2020-06-30 17:20:01,132,1525
2020-05-22,2020-06-30 17:20:01,204,1748
2020-04-06,2020-06-30 17:20:01,554,867
2020-06-07,2020-06-30 17:20:01,90,1108
2020-05-05,2020-06-30 17:20:01,365,1263
2020-03-11,2020-06-30 17:20:01,NA,12
