result_date,etl_timestamp,positive,negative
2020-06-24,2020-08-13 17:20:02,131,2023
2020-03-23,2020-08-13 17:20:02,72,310
2020-08-05,2020-08-13 17:20:02,129,2752
2020-06-08,2020-08-13 17:20:02,109,1388
2020-05-13,2020-08-13 17:20:02,240,1474
2020-07-15,2020-08-13 17:20:02,159,2920
2020-03-12,2020-08-13 17:20:02,NA,23
2020-04-17,2020-08-13 17:20:02,600,989
2020-08-12,2020-08-13 17:20:02,109,3130
2020-07-04,2020-08-13 17:20:02,69,1307
2020-05-10,2020-08-13 17:20:02,121,765
2020-05-24,2020-08-13 17:20:02,174,1397
2020-04-29,2020-08-13 17:20:02,522,1590
2020-04-04,2020-08-13 17:20:02,553,802
2020-06-25,2020-08-13 17:20:02,122,2076
2020-06-01,2020-08-13 17:20:02,101,1238
2020-07-22,2020-08-13 17:20:02,202,3571
2020-08-10,2020-08-13 17:20:02,101,1995
2020-04-19,2020-08-13 17:20:02,260,453
2020-08-02,2020-08-13 17:20:02,83,2329
2020-03-26,2020-08-13 17:20:02,195,561
2020-07-08,2020-08-13 17:20:02,121,2962
2020-06-20,2020-08-13 17:20:02,124,2057
2020-06-27,2020-08-13 17:20:02,109,1546
2020-07-23,2020-08-13 17:20:02,220,3899
2020-05-31,2020-08-13 17:20:02,111,1414
2020-05-18,2020-08-13 17:20:02,181,885
2020-04-08,2020-08-13 17:20:02,576,912
2020-04-15,2020-08-13 17:20:02,604,866
2020-05-03,2020-08-13 17:20:02,167,605
2020-05-28,2020-08-13 17:20:02,206,2001
2020-06-16,2020-08-13 17:20:02,87,2084
2020-05-07,2020-08-13 17:20:02,309,1396
2020-03-16,2020-08-13 17:20:02,7,88
2020-07-11,2020-08-13 17:20:02,98,1383
2020-07-06,2020-08-13 17:20:02,114,1914
2020-05-23,2020-08-13 17:20:02,190,1529
2020-04-26,2020-08-13 17:20:02,209,580
2020-04-07,2020-08-13 17:20:02,511,741
2020-05-17,2020-08-13 17:20:02,142,1163
2020-06-03,2020-08-13 17:20:02,148,1612
2020-07-18,2020-08-13 17:20:02,110,2385
2020-04-13,2020-08-13 17:20:02,254,352
2020-04-03,2020-08-13 17:20:02,513,882
2020-07-25,2020-08-13 17:20:02,142,2693
2020-03-31,2020-08-13 17:20:02,363,732
2020-07-28,2020-08-13 17:20:02,115,2732
2020-05-11,2020-08-13 17:20:02,246,881
2020-06-19,2020-08-13 17:20:02,119,2084
2020-05-20,2020-08-13 17:20:02,194,1695
2020-07-16,2020-08-13 17:20:02,146,2658
2020-08-03,2020-08-13 17:20:02,86,1671
2020-03-25,2020-08-13 17:20:02,170,654
2020-08-08,2020-08-13 17:20:02,89,2333
2020-03-20,2020-08-13 17:20:02,32,183
2020-07-21,2020-08-13 17:20:02,155,2654
2020-06-18,2020-08-13 17:20:02,100,2081
2020-04-02,2020-08-13 17:20:02,360,684
2020-07-26,2020-08-13 17:20:02,92,2235
2020-04-28,2020-08-13 17:20:02,470,1119
2020-05-25,2020-08-13 17:20:02,128,1289
2020-05-16,2020-08-13 17:20:02,165,1358
2020-04-06,2020-08-13 17:20:02,552,851
2020-04-27,2020-08-13 17:20:02,424,811
2020-06-07,2020-08-13 17:20:02,89,1102
2020-08-04,2020-08-13 17:20:02,102,2898
2020-03-24,2020-08-13 17:20:02,117,470
2020-07-12,2020-08-13 17:20:02,86,1191
2020-06-23,2020-08-13 17:20:02,154,2163
2020-06-15,2020-08-13 17:20:02,95,1811
2020-06-02,2020-08-13 17:20:02,134,1517
2020-06-26,2020-08-13 17:20:02,87,1489
2020-04-05,2020-08-13 17:20:02,410,653
2020-04-21,2020-08-13 17:20:02,505,918
2020-06-10,2020-08-13 17:20:02,111,2043
2020-07-03,2020-08-13 17:20:02,128,2553
2020-08-13,2020-08-13 17:20:02,7,210
2020-04-16,2020-08-13 17:20:02,525,753
