result_date,etl_timestamp,positive,negative
2020-06-22,2020-08-27 17:20:02,108,1566
2020-06-30,2020-08-27 17:20:02,129,2114
2020-07-17,2020-08-27 17:20:02,200,2969
2020-08-25,2020-08-27 17:20:02,66,2666
2020-04-04,2020-08-27 17:20:02,553,811
2020-08-07,2020-08-27 17:20:02,102,2596
2020-03-21,2020-08-27 17:20:02,53,351
2020-05-16,2020-08-27 17:20:02,166,1370
2020-06-09,2020-08-27 17:20:02,142,1969
2020-04-20,2020-08-27 17:20:02,494,626
2020-08-16,2020-08-27 17:20:02,94,2232
2020-04-13,2020-08-27 17:20:02,254,354
2020-05-08,2020-08-27 17:20:02,357,1279
2020-05-31,2020-08-27 17:20:02,112,1418
2020-06-24,2020-08-27 17:20:02,131,2042
2020-03-23,2020-08-27 17:20:02,70,311
2020-08-05,2020-08-27 17:20:02,138,2768
2020-06-08,2020-08-27 17:20:02,110,1398
2020-05-13,2020-08-27 17:20:02,245,1489
2020-07-15,2020-08-27 17:20:02,159,2933
2020-03-12,2020-08-27 17:20:02,NA,18
2020-04-17,2020-08-27 17:20:02,599,998
2020-08-12,2020-08-27 17:20:02,200,4247
2020-07-04,2020-08-27 17:20:02,69,1323
2020-05-10,2020-08-27 17:20:02,123,773
2020-05-24,2020-08-27 17:20:02,177,1402
2020-04-29,2020-08-27 17:20:02,524,1608
2020-06-25,2020-08-27 17:20:02,124,2094
2020-03-22,2020-08-27 17:20:02,51,165
2020-08-06,2020-08-27 17:20:02,162,2971
2020-07-26,2020-08-27 17:20:02,93,2252
2020-04-02,2020-08-27 17:20:02,362,695
2020-06-17,2020-08-27 17:20:02,145,2423
2020-08-09,2020-08-27 17:20:02,112,2608
2020-03-19,2020-08-27 17:20:02,32,273
2020-04-12,2020-08-27 17:20:02,418,692
2020-08-17,2020-08-27 17:20:02,89,2119
2020-05-21,2020-08-27 17:20:02,320,2142
2020-06-04,2020-08-27 17:20:02,85,1341
2020-06-28,2020-08-27 17:20:02,95,1604
2020-07-27,2020-08-27 17:20:02,164,1757
2020-04-01,2020-08-27 17:20:02,421,746
2020-05-04,2020-08-27 17:20:02,373,806
2020-08-27,2020-08-27 17:20:02,NA,322
2020-05-22,2020-08-27 17:20:02,202,1729
2020-07-05,2020-08-27 17:20:02,80,1194
2020-04-14,2020-08-27 17:20:02,381,509
2020-08-15,2020-08-27 17:20:02,107,3005
2020-04-23,2020-08-27 17:20:02,573,1189
