result_date,etl_timestamp,positive,negative
2020-09-04,2020-09-09 17:20:02,92,2757
2020-04-26,2020-09-09 17:20:02,207,594
2020-07-20,2020-09-09 17:20:02,125,2324
2020-07-09,2020-09-09 17:20:02,114,2303
2020-03-18,2020-09-09 17:20:02,8,178
2020-05-15,2020-09-09 17:20:02,264,1710
2020-06-16,2020-09-09 17:20:02,88,2090
2020-07-03,2020-09-09 17:20:02,129,2570
2020-08-13,2020-09-09 17:20:02,101,3001
2020-04-16,2020-09-09 17:20:02,526,761
2020-03-11,2020-09-09 17:20:02,NA,12
2020-05-12,2020-09-09 17:20:02,248,1346
2020-06-21,2020-09-09 17:20:02,66,1093
2020-07-13,2020-09-09 17:20:02,138,2013
2020-03-14,2020-09-09 17:20:02,6,50
2020-05-30,2020-09-09 17:20:02,127,1527
2020-06-14,2020-09-09 17:20:02,60,1242
2020-09-08,2020-09-09 17:20:02,31,1462
2020-04-22,2020-09-09 17:20:02,532,975
2020-03-24,2020-09-09 17:20:02,117,471
2020-08-04,2020-09-09 17:20:02,103,2918
2020-04-09,2020-09-09 17:20:02,583,821
2020-08-20,2020-09-09 17:20:02,113,2972
2020-05-19,2020-09-09 17:20:02,258,1486
2020-05-05,2020-09-09 17:20:02,367,1228
2020-08-26,2020-09-09 17:20:02,119,3311
2020-03-31,2020-09-09 17:20:02,362,737
2020-07-28,2020-09-09 17:20:02,116,2765
2020-06-11,2020-09-09 17:20:02,104,1594
2020-08-19,2020-09-09 17:20:02,118,3571
2020-04-10,2020-09-09 17:20:02,579,877
2020-05-07,2020-09-09 17:20:02,312,1410
2020-06-20,2020-09-09 17:20:02,124,2099
2020-08-30,2020-09-09 17:20:02,83,1952
2020-05-01,2020-09-09 17:20:02,420,1063
2020-07-02,2020-09-09 17:20:02,120,1994
2020-06-25,2020-09-09 17:20:02,124,2094
2020-07-30,2020-09-09 17:20:02,136,2927
2020-03-29,2020-09-09 17:20:02,215,477
2020-03-16,2020-09-09 17:20:02,7,86
2020-07-11,2020-09-09 17:20:02,99,1425
2020-06-12,2020-09-09 17:20:02,105,1868
2020-03-26,2020-09-09 17:20:02,195,565
2020-08-02,2020-09-09 17:20:02,85,2345
2020-08-18,2020-09-09 17:20:02,125,3066
2020-04-11,2020-09-09 17:20:02,416,639
2020-04-29,2020-09-09 17:20:02,524,1607
2020-09-01,2020-09-09 17:20:02,207,3387
2020-07-01,2020-09-09 17:20:02,159,2293
2020-08-31,2020-09-09 17:20:02,118,1620
2020-04-30,2020-09-09 17:20:02,436,1401
2020-05-13,2020-09-09 17:20:02,245,1489
2020-06-05,2020-09-09 17:20:02,119,1453
2020-05-23,2020-09-09 17:20:02,196,1535
2020-03-17,2020-09-09 17:20:02,16,166
2020-07-10,2020-09-09 17:20:02,112,1809
2020-07-19,2020-09-09 17:20:02,105,1989
2020-03-08,2020-09-09 17:20:02,NA,11
2020-06-23,2020-09-09 17:20:02,155,2173
2020-06-01,2020-09-09 17:20:02,103,1250
2020-05-27,2020-09-09 17:20:02,187,1918
2020-07-12,2020-09-09 17:20:02,88,1212
2020-07-06,2020-09-09 17:20:02,115,1943
2020-08-22,2020-09-09 17:20:02,85,2983
2020-04-07,2020-09-09 17:20:02,513,755
2020-06-03,2020-09-09 17:20:02,147,1623
2020-07-18,2020-09-09 17:20:02,117,2423
2020-04-03,2020-09-09 17:20:02,512,893
2020-07-25,2020-09-09 17:20:02,141,2722
2020-04-17,2020-09-09 17:20:02,599,998
2020-08-12,2020-09-09 17:20:02,201,4261
2020-09-06,2020-09-09 17:20:02,56,2813
2020-04-24,2020-09-09 17:20:02,492,1147
2020-03-15,2020-09-09 17:20:02,NA,30
2020-08-10,2020-09-09 17:20:02,110,2016
2020-04-19,2020-09-09 17:20:02,263,456
2020-07-04,2020-09-09 17:20:02,69,1323
2020-03-22,2020-09-09 17:20:02,50,165
2020-08-06,2020-09-09 17:20:02,162,2973
2020-06-29,2020-09-09 17:20:02,128,2110
2020-05-29,2020-09-09 17:20:02,206,1948
2020-04-25,2020-09-09 17:20:02,329,843
2020-09-05,2020-09-09 17:20:02,67,2265
2020-03-30,2020-09-09 17:20:02,241,472
2020-07-29,2020-09-09 17:20:02,153,2623
2020-06-08,2020-09-09 17:20:02,110,1398
2020-07-15,2020-09-09 17:20:02,159,2940
2020-03-12,2020-09-09 17:20:02,NA,17
2020-05-24,2020-09-09 17:20:02,177,1402
2020-07-22,2020-09-09 17:20:02,204,3602
2020-06-06,2020-09-09 17:20:02,84,1163
