result_date,etl_timestamp,negative,positive
2020-05-23,2020-07-18 17:20:02,1543,196
2020-04-15,2020-07-18 17:20:02,876,600
2020-06-19,2020-07-18 17:20:02,2111,120
2020-05-18,2020-07-18 17:20:02,894,184
2020-06-14,2020-07-18 17:20:02,1250,60
2020-04-21,2020-07-18 17:20:02,924,508
2020-03-26,2020-07-18 17:20:02,573,194
2020-06-26,2020-07-18 17:20:02,1570,84
2020-06-17,2020-07-18 17:20:02,2474,145
2020-04-28,2020-07-18 17:20:02,1152,473
2020-04-03,2020-07-18 17:20:02,911,512
2020-05-13,2020-07-18 17:20:02,1496,246
2020-07-03,2020-07-18 17:20:02,2585,129
2020-05-24,2020-07-18 17:20:02,1413,178
2020-04-17,2020-07-18 17:20:02,1038,601
2020-04-25,2020-07-18 17:20:02,859,329
2020-06-06,2020-07-18 17:20:02,1165,84
2020-04-09,2020-07-18 17:20:02,856,583
2020-06-24,2020-07-18 17:20:02,2094,130
2020-07-07,2020-07-18 17:20:02,2414,139
2020-03-28,2020-07-18 17:20:02,473,146
2020-03-15,2020-07-18 17:20:02,30,NA
2020-07-12,2020-07-18 17:20:02,1200,88
2020-05-26,2020-07-18 17:20:02,1778,223
2020-04-18,2020-07-18 17:20:02,583,275
2020-04-27,2020-07-18 17:20:02,842,429
2020-06-03,2020-07-18 17:20:02,1634,148
2020-05-08,2020-07-18 17:20:02,1295,358
2020-06-28,2020-07-18 17:20:02,1594,95
2020-05-29,2020-07-18 17:20:02,1970,206
2020-07-09,2020-07-18 17:20:02,2391,111
2020-03-18,2020-07-18 17:20:02,170,8
2020-04-12,2020-07-18 17:20:02,709,418
2020-06-10,2020-07-18 17:20:02,2129,114
2020-03-20,2020-07-18 17:20:02,173,32
2020-04-05,2020-07-18 17:20:02,662,411
2020-06-30,2020-07-18 17:20:02,2119,130
2020-03-21,2020-07-18 17:20:02,340,53
2020-05-01,2020-07-18 17:20:02,1124,419
2020-05-07,2020-07-18 17:20:02,1415,313
2020-05-02,2020-07-18 17:20:02,914,307
2020-03-24,2020-07-18 17:20:02,481,117
2020-06-16,2020-07-18 17:20:02,2182,89
2020-06-23,2020-07-18 17:20:02,2250,154
2020-04-10,2020-07-18 17:20:02,924,586
2020-06-11,2020-07-18 17:20:02,1592,104
2020-05-14,2020-07-18 17:20:02,1781,263
