result_date,etl_timestamp,negative,positive
2020-05-20,2020-08-11 17:20:02,1695,194
2020-07-16,2020-08-11 17:20:02,2658,146
2020-08-03,2020-08-11 17:20:02,1671,87
2020-03-25,2020-08-11 17:20:02,654,170
2020-08-08,2020-08-11 17:20:02,2332,93
2020-03-20,2020-08-11 17:20:02,183,32
2020-07-21,2020-08-11 17:20:02,2654,156
2020-06-18,2020-08-11 17:20:02,2081,100
2020-04-02,2020-08-11 17:20:02,684,360
2020-07-26,2020-08-11 17:20:02,2235,92
2020-04-28,2020-08-11 17:20:02,1116,471
2020-05-25,2020-08-11 17:20:02,1289,128
2020-05-11,2020-08-11 17:20:02,880,246
2020-05-16,2020-08-11 17:20:02,1358,165
2020-04-06,2020-08-11 17:20:02,849,552
2020-04-27,2020-08-11 17:20:02,810,423
2020-06-07,2020-08-11 17:20:02,1102,89
2020-08-04,2020-08-11 17:20:02,2896,101
2020-03-24,2020-08-11 17:20:02,470,117
2020-07-12,2020-08-11 17:20:02,1191,86
2020-06-23,2020-08-11 17:20:02,2163,154
2020-06-15,2020-08-11 17:20:02,1811,95
2020-06-16,2020-08-11 17:20:02,2084,87
2020-05-07,2020-08-11 17:20:02,1397,309
2020-03-16,2020-08-11 17:20:02,88,7
2020-07-11,2020-08-11 17:20:02,1383,98
2020-04-15,2020-08-11 17:20:02,865,604
2020-07-06,2020-08-11 17:20:02,1914,114
2020-05-23,2020-08-11 17:20:02,1529,190
2020-04-26,2020-08-11 17:20:02,582,209
2020-04-07,2020-08-11 17:20:02,743,511
2020-05-17,2020-08-11 17:20:02,1163,142
2020-06-27,2020-08-11 17:20:02,1546,109
2020-06-03,2020-08-11 17:20:02,1612,148
2020-07-18,2020-08-11 17:20:02,2385,111
2020-04-13,2020-08-11 17:20:02,353,253
2020-04-03,2020-08-11 17:20:02,882,513
2020-07-25,2020-08-11 17:20:02,2693,142
2020-06-13,2020-08-11 17:20:02,1759,97
2020-07-01,2020-08-11 17:20:02,2280,159
2020-03-17,2020-08-11 17:20:02,169,16
2020-07-10,2020-08-11 17:20:02,1794,111
2020-03-31,2020-08-11 17:20:02,732,363
2020-07-28,2020-08-11 17:20:02,2732,115
2020-07-19,2020-08-11 17:20:02,1962,105
2020-03-08,2020-08-11 17:20:02,11,NA
2020-04-11,2020-08-11 17:20:02,629,416
2020-04-22,2020-08-11 17:20:02,975,530
2020-06-01,2020-08-11 17:20:02,1238,101
2020-05-27,2020-08-11 17:20:02,1907,189
2020-05-09,2020-08-11 17:20:02,1140,223
2020-04-12,2020-08-11 17:20:02,683,416
2020-07-04,2020-08-11 17:20:02,1308,68
2020-03-22,2020-08-11 17:20:02,165,51
2020-08-06,2020-08-11 17:20:02,2848,151
2020-06-29,2020-08-11 17:20:02,2090,127
2020-06-05,2020-08-11 17:20:02,1446,117
2020-06-10,2020-08-11 17:20:02,2043,111
2020-04-24,2020-08-11 17:20:02,1140,489
2020-05-29,2020-08-11 17:20:02,1934,202
2020-05-02,2020-08-11 17:20:02,879,304
2020-04-14,2020-08-11 17:20:02,499,378
2020-07-30,2020-08-11 17:20:02,2906,136
2020-03-29,2020-08-11 17:20:02,472,215
2020-05-14,2020-08-11 17:20:02,1771,264
2020-07-24,2020-08-11 17:20:02,3304,211
2020-06-28,2020-08-11 17:20:02,1590,91
2020-07-07,2020-08-11 17:20:02,2374,139
2020-03-27,2020-08-11 17:20:02,766,223
2020-08-01,2020-08-11 17:20:02,2033,65
2020-04-18,2020-08-11 17:20:02,574,275
2020-08-11,2020-08-11 17:20:02,344,7
2020-06-17,2020-08-11 17:20:02,2407,145
2020-06-02,2020-08-11 17:20:02,1517,134
2020-06-26,2020-08-11 17:20:02,1489,87
2020-04-05,2020-08-11 17:20:02,653,410
2020-04-21,2020-08-11 17:20:02,913,505
2020-07-03,2020-08-11 17:20:02,2553,128
2020-04-16,2020-08-11 17:20:02,753,525
2020-03-11,2020-08-11 17:20:02,13,NA
2020-05-12,2020-08-11 17:20:02,1332,248
2020-06-21,2020-08-11 17:20:02,1077,65
2020-07-13,2020-08-11 17:20:02,1985,136
2020-03-14,2020-08-11 17:20:02,64,6
2020-05-15,2020-08-11 17:20:02,1701,261
2020-06-11,2020-08-11 17:20:02,1573,102
2020-07-23,2020-08-11 17:20:02,3898,220
2020-03-28,2020-08-11 17:20:02,470,146
2020-07-31,2020-08-11 17:20:02,2832,143
2020-05-05,2020-08-11 17:20:02,1219,364
2020-07-05,2020-08-11 17:20:02,1187,80
2020-03-15,2020-08-11 17:20:02,30,NA
2020-08-10,2020-08-11 17:20:02,1437,58
2020-04-19,2020-08-11 17:20:02,453,260
2020-06-04,2020-08-11 17:20:02,1333,86
2020-04-25,2020-08-11 17:20:02,831,327
2020-06-30,2020-08-11 17:20:02,2093,128
2020-03-30,2020-08-11 17:20:02,456,240
2020-07-29,2020-08-11 17:20:02,2591,152
2020-06-08,2020-08-11 17:20:02,1388,109
2020-05-28,2020-08-11 17:20:02,2001,206
2020-07-20,2020-08-11 17:20:02,2303,124
2020-04-30,2020-08-11 17:20:02,1388,430
2020-06-19,2020-08-11 17:20:02,2084,119
2020-05-06,2020-08-11 17:20:02,1510,357
2020-05-26,2020-08-11 17:20:02,1763,214
2020-06-12,2020-08-11 17:20:02,1851,104
2020-05-19,2020-08-11 17:20:02,1474,258
2020-05-04,2020-08-11 17:20:02,802,374
2020-03-26,2020-08-11 17:20:02,561,195
2020-08-02,2020-08-11 17:20:02,2329,83
2020-08-09,2020-08-11 17:20:02,2600,96
2020-03-19,2020-08-11 17:20:02,295,32
2020-04-29,2020-08-11 17:20:02,1594,523
2020-07-14,2020-08-11 17:20:02,2298,144
2020-05-13,2020-08-11 17:20:02,1474,240
2020-04-08,2020-08-11 17:20:02,912,576
2020-06-09,2020-08-11 17:20:02,1957,141
2020-04-20,2020-08-11 17:20:02,620,492
2020-05-08,2020-08-11 17:20:02,1275,356
2020-05-03,2020-08-11 17:20:02,605,167
2020-06-24,2020-08-11 17:20:02,2023,131
2020-07-09,2020-08-11 17:20:02,2285,113
2020-03-18,2020-08-11 17:20:02,201,8
2020-05-22,2020-08-11 17:20:02,1722,202
2020-04-09,2020-08-11 17:20:02,817,580
2020-07-22,2020-08-11 17:20:02,3571,201
2020-06-06,2020-08-11 17:20:02,1157,82
2020-05-21,2020-08-11 17:20:02,2134,315
2020-08-07,2020-08-11 17:20:02,2506,95
2020-03-21,2020-08-11 17:20:02,352,53
2020-05-24,2020-08-11 17:20:02,1397,174
2020-07-02,2020-08-11 17:20:02,1973,120
2020-04-10,2020-08-11 17:20:02,875,578
2020-05-18,2020-08-11 17:20:02,885,181
2020-04-23,2020-08-11 17:20:02,1183,570
2020-06-20,2020-08-11 17:20:02,2057,124
2020-05-01,2020-08-11 17:20:02,1056,416
2020-07-27,2020-08-11 17:20:02,1734,161
2020-04-01,2020-08-11 17:20:02,742,421
2020-06-14,2020-08-11 17:20:02,1239,60
2020-06-25,2020-08-11 17:20:02,2076,122
2020-06-22,2020-08-11 17:20:02,1552,108
2020-04-17,2020-08-11 17:20:02,990,600
2020-07-17,2020-08-11 17:20:02,2953,197
