result_date,etl_timestamp,positive,negative
2020-06-17,2020-09-22 17:20:03,144,2423
2020-08-09,2020-09-22 17:20:03,114,2608
2020-03-19,2020-09-22 17:20:03,32,274
2020-04-12,2020-09-22 17:20:03,418,692
2020-08-17,2020-09-22 17:20:03,88,2172
2020-07-17,2020-09-22 17:20:03,200,2992
2020-05-21,2020-09-22 17:20:03,319,2142
2020-09-11,2020-09-22 17:20:03,85,2560
2020-06-04,2020-09-22 17:20:03,85,1342
2020-06-28,2020-09-22 17:20:03,96,1604
2020-05-10,2020-09-22 17:20:03,125,773
2020-07-27,2020-09-22 17:20:03,165,1757
2020-04-01,2020-09-22 17:20:03,421,746
2020-05-04,2020-09-22 17:20:03,373,807
2020-08-27,2020-09-22 17:20:03,143,2819
2020-05-22,2020-09-22 17:20:03,203,1731
2020-07-05,2020-09-22 17:20:03,80,1195
2020-04-14,2020-09-22 17:20:03,380,509
2020-08-15,2020-09-22 17:20:03,107,3029
2020-08-05,2020-09-22 17:20:03,144,2774
2020-03-23,2020-09-22 17:20:03,71,311
2020-09-07,2020-09-22 17:20:03,50,1711
2020-04-23,2020-09-22 17:20:03,575,1189
2020-05-06,2020-09-22 17:20:03,360,1530
2020-06-13,2020-09-22 17:20:03,99,1774
2020-05-31,2020-09-22 17:20:03,112,1418
2020-06-24,2020-09-22 17:20:03,130,2042
2020-06-02,2020-09-22 17:20:03,133,1522
2020-06-26,2020-09-22 17:20:03,88,1504
2020-08-24,2020-09-22 17:20:03,79,2010
2020-04-05,2020-09-22 17:20:03,411,663
2020-04-21,2020-09-22 17:20:03,509,921
2020-09-09,2020-09-22 17:20:03,66,2581
2020-06-10,2020-09-22 17:20:03,114,2057
2020-05-17,2020-09-22 17:20:03,142,1178
2020-09-15,2020-09-22 17:20:03,104,3034
2020-07-03,2020-09-22 17:20:03,130,2571
2020-08-13,2020-09-22 17:20:03,100,3001
2020-04-16,2020-09-22 17:20:03,524,761
2020-03-11,2020-09-22 17:20:03,NA,13
2020-07-16,2020-09-22 17:20:03,146,2671
2020-09-20,2020-09-22 17:20:03,45,2408
2020-05-12,2020-09-22 17:20:03,247,1346
2020-06-21,2020-09-22 17:20:03,66,1093
2020-07-13,2020-09-22 17:20:03,138,2013
2020-03-14,2020-09-22 17:20:03,6,49
2020-07-07,2020-09-22 17:20:03,139,2389
2020-05-30,2020-09-22 17:20:03,126,1527
2020-06-14,2020-09-22 17:20:03,60,1242
2020-09-08,2020-09-22 17:20:03,51,1914
2020-04-22,2020-09-22 17:20:03,533,975
2020-07-08,2020-09-22 17:20:03,123,2981
2020-06-20,2020-09-22 17:20:03,124,2100
2020-06-27,2020-09-22 17:20:03,112,1562
2020-07-23,2020-09-22 17:20:03,220,3925
2020-09-14,2020-09-22 17:20:03,72,2526
2020-05-18,2020-09-22 17:20:03,182,902
2020-04-08,2020-09-22 17:20:03,579,920
2020-08-21,2020-09-22 17:20:03,91,2901
2020-04-15,2020-09-22 17:20:03,607,874
2020-08-14,2020-09-22 17:20:03,129,3182
2020-08-28,2020-09-22 17:20:03,128,3109
2020-05-03,2020-09-22 17:20:03,169,619
2020-05-28,2020-09-22 17:20:03,210,2005
2020-03-13,2020-09-22 17:20:03,NA,49
2020-07-14,2020-09-22 17:20:03,144,2322
2020-06-09,2020-09-22 17:20:03,142,1969
2020-06-22,2020-09-22 17:20:03,108,1566
2020-06-30,2020-09-22 17:20:03,129,2114
2020-03-24,2020-09-22 17:20:03,117,471
2020-08-04,2020-09-22 17:20:03,104,2919
2020-04-09,2020-09-22 17:20:03,583,821
2020-08-20,2020-09-22 17:20:03,108,2975
2020-05-19,2020-09-22 17:20:03,258,1486
2020-09-13,2020-09-22 17:20:03,61,2882
2020-05-05,2020-09-22 17:20:03,367,1229
2020-08-26,2020-09-22 17:20:03,124,3312
2020-03-31,2020-09-22 17:20:03,362,737
2020-07-28,2020-09-22 17:20:03,116,2765
2020-05-11,2020-09-22 17:20:03,248,889
2020-09-21,2020-09-22 17:20:03,33,1820
2020-06-19,2020-09-22 17:20:03,121,2122
2020-09-12,2020-09-22 17:20:03,81,2919
2020-05-20,2020-09-22 17:20:03,193,1705
2020-08-03,2020-09-22 17:20:03,90,1688
2020-03-25,2020-09-22 17:20:03,170,657
2020-08-08,2020-09-22 17:20:03,94,2350
2020-03-20,2020-09-22 17:20:03,32,177
2020-07-21,2020-09-22 17:20:03,156,2677
2020-06-18,2020-09-22 17:20:03,100,2113
2020-04-02,2020-09-22 17:20:03,362,695
2020-07-26,2020-09-22 17:20:03,93,2253
2020-04-28,2020-09-22 17:20:03,470,1128
2020-09-02,2020-09-22 17:20:03,141,3180
2020-05-27,2020-09-22 17:20:03,187,1918
2020-07-12,2020-09-22 17:20:03,88,1213
2020-03-15,2020-09-22 17:20:03,NA,30
2020-08-10,2020-09-22 17:20:03,110,2017
2020-04-19,2020-09-22 17:20:03,263,456
2020-09-18,2020-09-22 17:20:03,90,3147
2020-05-14,2020-09-22 17:20:03,264,1780
2020-04-25,2020-09-22 17:20:03,329,843
2020-09-05,2020-09-22 17:20:03,74,2396
2020-07-19,2020-09-22 17:20:03,105,1990
2020-08-23,2020-09-22 17:20:03,60,1820
2020-04-06,2020-09-22 17:20:03,555,860
2020-05-29,2020-09-22 17:20:03,206,1948
2020-03-30,2020-09-22 17:20:03,241,472
2020-07-29,2020-09-22 17:20:03,153,2623
2020-06-08,2020-09-22 17:20:03,111,1398
2020-06-29,2020-09-22 17:20:03,128,2109
2020-05-25,2020-09-22 17:20:03,128,1292
2020-05-16,2020-09-22 17:20:03,167,1370
2020-09-16,2020-09-22 17:20:03,84,3261
2020-04-27,2020-09-22 17:20:03,430,826
2020-09-03,2020-09-22 17:20:03,127,2962
2020-06-07,2020-09-22 17:20:03,89,1108
2020-06-23,2020-09-22 17:20:03,155,2173
2020-06-15,2020-09-22 17:20:03,95,1821
2020-06-16,2020-09-22 17:20:03,88,2090
2020-05-07,2020-09-22 17:20:03,312,1410
2020-03-16,2020-09-22 17:20:03,7,85
2020-07-11,2020-09-22 17:20:03,100,1426
2020-07-06,2020-09-22 17:20:03,116,1943
2020-05-23,2020-09-22 17:20:03,196,1535
2020-04-07,2020-09-22 17:20:03,512,755
2020-08-22,2020-09-22 17:20:03,89,2983
2020-07-20,2020-09-22 17:20:03,125,2324
2020-04-30,2020-09-22 17:20:03,436,1401
2020-08-31,2020-09-22 17:20:03,123,1621
2020-08-11,2020-09-22 17:20:03,167,3291
2020-04-18,2020-09-22 17:20:03,275,575
2020-05-26,2020-09-22 17:20:03,222,1775
2020-06-12,2020-09-22 17:20:03,106,1868
2020-03-26,2020-09-22 17:20:03,194,565
2020-08-02,2020-09-22 17:20:03,85,2345
2020-08-18,2020-09-22 17:20:03,124,3066
2020-04-11,2020-09-22 17:20:03,416,639
2020-07-24,2020-09-22 17:20:03,213,3331
2020-04-29,2020-09-22 17:20:03,527,1607
2020-09-01,2020-09-22 17:20:03,211,3388
2020-07-01,2020-09-22 17:20:03,159,2293
2020-09-19,2020-09-22 17:20:03,64,3089
2020-05-13,2020-09-22 17:20:03,245,1489
2020-06-05,2020-09-22 17:20:03,119,1453
2020-03-17,2020-09-22 17:20:03,16,166
2020-07-10,2020-09-22 17:20:03,112,1809
2020-03-08,2020-09-22 17:20:03,NA,11
2020-09-04,2020-09-22 17:20:03,96,3005
2020-04-26,2020-09-22 17:20:03,207,594
2020-06-03,2020-09-22 17:20:03,147,1623
2020-07-18,2020-09-22 17:20:03,117,2423
2020-08-16,2020-09-22 17:20:03,95,2240
2020-04-13,2020-09-22 17:20:03,254,354
2020-04-03,2020-09-22 17:20:03,512,893
2020-07-25,2020-09-22 17:20:03,141,2722
2020-03-18,2020-09-22 17:20:03,8,177
2020-07-09,2020-09-22 17:20:03,116,2304
2020-04-10,2020-09-22 17:20:03,580,877
2020-08-19,2020-09-22 17:20:03,117,3573
2020-06-11,2020-09-22 17:20:03,104,1596
2020-08-30,2020-09-22 17:20:03,85,1952
2020-05-01,2020-09-22 17:20:03,419,1063
2020-04-20,2020-09-22 17:20:03,493,626
2020-09-10,2020-09-22 17:20:03,100,2921
2020-07-02,2020-09-22 17:20:03,120,1994
2020-06-25,2020-09-22 17:20:03,124,2094
2020-07-15,2020-09-22 17:20:03,159,2940
2020-03-12,2020-09-22 17:20:03,NA,19
2020-04-17,2020-09-22 17:20:03,600,998
2020-08-12,2020-09-22 17:20:03,201,4261
2020-07-04,2020-09-22 17:20:03,69,1323
2020-09-22,2020-09-22 17:20:03,NA,335
2020-05-24,2020-09-22 17:20:03,177,1402
2020-08-25,2020-09-22 17:20:03,102,2968
2020-04-04,2020-09-22 17:20:03,553,811
2020-06-01,2020-09-22 17:20:03,103,1250
2020-07-22,2020-09-22 17:20:03,204,3602
2020-09-17,2020-09-22 17:20:03,82,3614
2020-05-15,2020-09-22 17:20:03,264,1710
2020-05-08,2020-09-22 17:20:03,356,1279
2020-06-06,2020-09-22 17:20:03,84,1163
2020-08-07,2020-09-22 17:20:03,102,2598
2020-03-21,2020-09-22 17:20:03,54,351
2020-08-06,2020-09-22 17:20:03,162,2977
2020-03-22,2020-09-22 17:20:03,50,166
2020-08-29,2020-09-22 17:20:03,122,2606
2020-05-02,2020-09-22 17:20:03,307,885
2020-07-30,2020-09-22 17:20:03,136,2927
2020-03-29,2020-09-22 17:20:03,215,477
2020-05-09,2020-09-22 17:20:03,225,1153
2020-03-27,2020-09-22 17:20:03,223,772
2020-08-01,2020-09-22 17:20:03,71,2051
2020-04-24,2020-09-22 17:20:03,491,1147
2020-09-06,2020-09-22 17:20:03,65,2924
2020-03-28,2020-09-22 17:20:03,146,472
2020-07-31,2020-09-22 17:20:03,149,2853
