result_date,etl_timestamp,negative,positive
2020-03-27,2020-07-01 17:20:02,776,222
2020-05-30,2020-07-01 17:20:02,1535,129
2020-03-24,2020-07-01 17:20:02,481,116
2020-04-26,2020-07-01 17:20:02,623,206
2020-05-23,2020-07-01 17:20:02,1543,196
2020-06-18,2020-07-01 17:20:02,2124,99
2020-05-01,2020-07-01 17:20:02,1121,419
2020-05-20,2020-07-01 17:20:02,1704,194
2020-04-24,2020-07-01 17:20:02,1152,491
2020-04-17,2020-07-01 17:20:02,1026,601
2020-07-01,2020-07-01 17:20:02,207,6
2020-06-22,2020-07-01 17:20:02,1568,107
2020-03-11,2020-07-01 17:20:02,12,NA
2020-06-28,2020-07-01 17:20:02,1593,92
2020-05-31,2020-07-01 17:20:02,1424,113
2020-04-10,2020-07-01 17:20:02,924,584
2020-06-12,2020-07-01 17:20:02,1862,105
2020-05-18,2020-07-01 17:20:02,894,184
2020-05-26,2020-07-01 17:20:02,1778,222
2020-04-11,2020-07-01 17:20:02,679,416
2020-05-04,2020-07-01 17:20:02,816,376
2020-05-10,2020-07-01 17:20:02,778,123
2020-03-31,2020-07-01 17:20:02,742,363
2020-03-12,2020-07-01 17:20:02,21,NA
2020-06-08,2020-07-01 17:20:02,1402,113
2020-06-30,2020-07-01 17:20:02,1482,71
2020-03-22,2020-07-01 17:20:02,165,50
2020-04-25,2020-07-01 17:20:02,859,329
2020-04-12,2020-07-01 17:20:02,709,419
2020-04-30,2020-07-01 17:20:02,1433,436
2020-05-03,2020-07-01 17:20:02,635,169
2020-04-07,2020-07-01 17:20:02,793,513
2020-06-17,2020-07-01 17:20:02,2472,143
2020-05-14,2020-07-01 17:20:02,1780,263
2020-04-27,2020-07-01 17:20:02,842,429
2020-03-23,2020-07-01 17:20:02,311,73
2020-06-16,2020-07-01 17:20:02,2182,89
2020-03-17,2020-07-01 17:20:02,160,16
2020-03-28,2020-07-01 17:20:02,473,146
2020-05-09,2020-07-01 17:20:02,1187,225
2020-06-01,2020-07-01 17:20:02,1250,103
2020-04-04,2020-07-01 17:20:02,822,553
2020-05-16,2020-07-01 17:20:02,1364,166
2020-06-09,2020-07-01 17:20:02,1970,142
2020-05-07,2020-07-01 17:20:02,1413,313
2020-04-15,2020-07-01 17:20:02,870,603
2020-03-20,2020-07-01 17:20:02,173,33
2020-03-29,2020-07-01 17:20:02,487,215
2020-05-24,2020-07-01 17:20:02,1412,178
2020-04-20,2020-07-01 17:20:02,668,495
2020-06-26,2020-07-01 17:20:02,1558,79
2020-04-18,2020-07-01 17:20:02,583,275
2020-04-02,2020-07-01 17:20:02,708,364
2020-06-19,2020-07-01 17:20:02,2107,117
2020-06-24,2020-07-01 17:20:02,2086,127
2020-04-23,2020-07-01 17:20:02,1235,573
2020-05-06,2020-07-01 17:20:02,1553,357
2020-04-03,2020-07-01 17:20:02,910,512
2020-03-13,2020-07-01 17:20:02,47,NA
2020-06-05,2020-07-01 17:20:02,1460,118
2020-05-13,2020-07-01 17:20:02,1495,245
2020-05-29,2020-07-01 17:20:02,1966,205
2020-03-26,2020-07-01 17:20:02,573,194
2020-03-08,2020-07-01 17:20:02,11,NA
2020-03-19,2020-07-01 17:20:02,267,32
2020-04-21,2020-07-01 17:20:02,923,509
2020-06-04,2020-07-01 17:20:02,1345,87
2020-06-14,2020-07-01 17:20:02,1250,59
2020-04-28,2020-07-01 17:20:02,1145,473
2020-03-16,2020-07-01 17:20:02,84,7
2020-04-09,2020-07-01 17:20:02,855,583
2020-03-15,2020-07-01 17:20:02,30,NA
2020-06-03,2020-07-01 17:20:02,1633,146
