result_date,etl_timestamp,positive,negative
2020-05-18,2020-06-29 17:20:02,184,894
2020-05-26,2020-06-29 17:20:02,218,1778
2020-04-11,2020-06-29 17:20:02,418,679
2020-05-04,2020-06-29 17:20:02,376,816
2020-05-10,2020-06-29 17:20:02,123,778
2020-03-31,2020-06-29 17:20:02,363,742
2020-03-12,2020-06-29 17:20:02,NA,21
2020-06-21,2020-06-29 17:20:02,63,1085
2020-06-08,2020-06-29 17:20:02,113,1402
2020-03-22,2020-06-29 17:20:02,51,165
2020-04-25,2020-06-29 17:20:02,329,859
2020-05-21,2020-06-29 17:20:02,319,2154
2020-04-12,2020-06-29 17:20:02,418,709
2020-04-30,2020-06-29 17:20:02,436,1433
2020-05-03,2020-06-29 17:20:02,169,635
2020-04-07,2020-06-29 17:20:02,514,793
2020-06-17,2020-06-29 17:20:02,143,2472
2020-05-14,2020-06-29 17:20:02,264,1780
2020-04-27,2020-06-29 17:20:02,429,842
2020-03-23,2020-06-29 17:20:02,72,311
2020-06-16,2020-06-29 17:20:02,89,2182
2020-03-17,2020-06-29 17:20:02,16,160
2020-03-28,2020-06-29 17:20:02,146,473
2020-05-09,2020-06-29 17:20:02,225,1187
2020-06-01,2020-06-29 17:20:02,103,1250
2020-04-04,2020-06-29 17:20:02,553,822
2020-05-16,2020-06-29 17:20:02,164,1364
2020-06-09,2020-06-29 17:20:02,140,1970
2020-03-13,2020-06-29 17:20:02,NA,47
2020-06-05,2020-06-29 17:20:02,118,1460
2020-06-22,2020-06-29 17:20:02,106,1568
2020-05-13,2020-06-29 17:20:02,246,1495
2020-03-29,2020-06-29 17:20:02,215,487
2020-05-29,2020-06-29 17:20:02,204,1966
2020-05-20,2020-06-29 17:20:02,195,1704
2020-03-26,2020-06-29 17:20:02,194,573
2020-03-08,2020-06-29 17:20:02,NA,11
2020-04-23,2020-06-29 17:20:02,573,1235
2020-05-23,2020-06-29 17:20:02,196,1543
2020-04-15,2020-06-29 17:20:02,603,870
2020-06-19,2020-06-29 17:20:02,117,2107
2020-06-14,2020-06-29 17:20:02,59,1250
2020-04-21,2020-06-29 17:20:02,510,923
2020-04-28,2020-06-29 17:20:02,473,1145
2020-04-03,2020-06-29 17:20:02,512,910
2020-05-24,2020-06-29 17:20:02,178,1412
2020-04-17,2020-06-29 17:20:02,601,1026
2020-06-06,2020-06-29 17:20:02,84,1165
2020-04-09,2020-06-29 17:20:02,582,855
2020-06-24,2020-06-29 17:20:02,103,1969
2020-03-15,2020-06-29 17:20:02,NA,30
2020-04-18,2020-06-29 17:20:02,275,583
2020-06-03,2020-06-29 17:20:02,146,1633
2020-05-08,2020-06-29 17:20:02,358,1294
2020-03-18,2020-06-29 17:20:02,8,170
2020-06-10,2020-06-29 17:20:02,113,2128
2020-03-20,2020-06-29 17:20:02,32,173
2020-04-05,2020-06-29 17:20:02,411,662
2020-03-21,2020-06-29 17:20:02,53,340
2020-05-01,2020-06-29 17:20:02,419,1121
2020-05-07,2020-06-29 17:20:02,313,1413
2020-05-02,2020-06-29 17:20:02,308,913
2020-03-24,2020-06-29 17:20:02,116,481
2020-06-23,2020-06-29 17:20:02,145,2238
2020-04-10,2020-06-29 17:20:02,583,924
2020-06-11,2020-06-29 17:20:02,102,1591
2020-04-19,2020-06-29 17:20:02,261,463
2020-06-25,2020-06-29 17:20:02,60,1250
2020-05-11,2020-06-29 17:20:02,248,883
2020-04-20,2020-06-29 17:20:02,494,668
2020-06-26,2020-06-29 17:20:02,NA,96
2020-05-25,2020-06-29 17:20:02,128,1303
2020-04-02,2020-06-29 17:20:02,364,708
2020-05-30,2020-06-29 17:20:02,128,1535
2020-04-22,2020-06-29 17:20:02,530,1025
2020-04-14,2020-06-29 17:20:02,380,517
2020-05-31,2020-06-29 17:20:02,113,1424
2020-05-06,2020-06-29 17:20:02,357,1553
2020-06-20,2020-06-29 17:20:02,123,2083
2020-03-19,2020-06-29 17:20:02,32,268
2020-05-17,2020-06-29 17:20:02,142,1174
2020-05-28,2020-06-29 17:20:02,207,2025
2020-06-04,2020-06-29 17:20:02,87,1345
2020-03-30,2020-06-29 17:20:02,241,463
2020-04-26,2020-06-29 17:20:02,206,623
2020-05-15,2020-06-29 17:20:02,264,1723
2020-06-12,2020-06-29 17:20:02,104,1862
2020-03-16,2020-06-29 17:20:02,7,84
2020-03-27,2020-06-29 17:20:02,222,776
2020-06-15,2020-06-29 17:20:02,96,1832
2020-04-08,2020-06-29 17:20:02,579,923
2020-04-24,2020-06-29 17:20:02,491,1152
2020-04-29,2020-06-29 17:20:02,523,1631
2020-06-18,2020-06-29 17:20:02,98,2123
2020-04-13,2020-06-29 17:20:02,253,357
2020-06-13,2020-06-29 17:20:02,98,1772
2020-05-19,2020-06-29 17:20:02,259,1501
2020-05-27,2020-06-29 17:20:02,189,1952
2020-04-01,2020-06-29 17:20:02,421,749
2020-03-25,2020-06-29 17:20:02,171,667
2020-05-12,2020-06-29 17:20:02,247,1358
2020-03-14,2020-06-29 17:20:02,6,49
2020-04-16,2020-06-29 17:20:02,523,774
2020-06-02,2020-06-29 17:20:02,131,1525
2020-05-22,2020-06-29 17:20:02,204,1748
2020-04-06,2020-06-29 17:20:02,554,867
2020-06-07,2020-06-29 17:20:02,90,1108
2020-05-05,2020-06-29 17:20:02,365,1263
2020-03-11,2020-06-29 17:20:02,NA,12
