result_date,etl_timestamp,negative,positive
2020-07-23,2020-08-18 17:20:02,3915,220
2020-05-31,2020-08-18 17:20:02,1418,111
2020-05-18,2020-08-18 17:20:02,901,181
2020-04-08,2020-08-18 17:20:02,919,576
2020-04-15,2020-08-18 17:20:02,874,604
2020-08-14,2020-08-18 17:20:02,2959,114
2020-05-03,2020-08-18 17:20:02,619,168
2020-05-28,2020-08-18 17:20:02,2003,207
2020-07-08,2020-08-18 17:20:02,2975,121
2020-03-13,2020-08-18 17:20:02,69,NA
2020-07-14,2020-08-18 17:20:02,2319,144
2020-06-09,2020-08-18 17:20:02,1968,141
2020-06-22,2020-08-18 17:20:02,1566,108
2020-06-30,2020-08-18 17:20:02,2112,128
2020-07-17,2020-08-18 17:20:02,2966,198
2020-04-04,2020-08-18 17:20:02,811,552
2020-08-07,2020-08-18 17:20:02,2590,100
2020-03-21,2020-08-18 17:20:02,354,53
2020-05-16,2020-08-18 17:20:02,1366,164
2020-04-20,2020-08-18 17:20:02,626,490
2020-04-11,2020-08-18 17:20:02,639,416
2020-04-22,2020-08-18 17:20:02,974,531
2020-06-01,2020-08-18 17:20:02,1250,101
2020-05-27,2020-08-18 17:20:02,1910,189
2020-05-09,2020-08-18 17:20:02,1152,225
2020-04-12,2020-08-18 17:20:02,691,416
2020-08-17,2020-08-18 17:20:02,1392,39
2020-07-10,2020-08-18 17:20:02,1803,110
2020-03-17,2020-08-18 17:20:02,169,16
2020-07-04,2020-08-18 17:20:02,1323,69
2020-03-22,2020-08-18 17:20:02,165,51
2020-08-06,2020-08-18 17:20:02,2964,161
2020-07-26,2020-08-18 17:20:02,2252,92
2020-04-02,2020-08-18 17:20:02,692,362
2020-07-18,2020-08-18 17:20:02,2413,110
2020-06-29,2020-08-18 17:20:02,2104,128
2020-06-05,2020-08-18 17:20:02,1453,117
2020-06-10,2020-08-18 17:20:02,2056,111
2020-04-24,2020-08-18 17:20:02,1145,490
2020-05-20,2020-08-18 17:20:02,1704,194
2020-05-29,2020-08-18 17:20:02,1946,202
2020-08-16,2020-08-18 17:20:02,2168,79
2020-04-13,2020-08-18 17:20:02,353,254
2020-05-08,2020-08-18 17:20:02,1279,354
2020-05-26,2020-08-18 17:20:02,1777,214
2020-06-18,2020-08-18 17:20:02,2108,98
2020-03-28,2020-08-18 17:20:02,472,146
2020-07-31,2020-08-18 17:20:02,2845,144
2020-04-26,2020-08-18 17:20:02,594,207
2020-06-24,2020-08-18 17:20:02,2042,130
2020-07-20,2020-08-18 17:20:02,2316,124
2020-07-09,2020-08-18 17:20:02,2300,113
2020-03-18,2020-08-18 17:20:02,201,8
2020-05-15,2020-08-18 17:20:02,1708,261
2020-06-16,2020-08-18 17:20:02,2090,87
2020-05-22,2020-08-18 17:20:02,1729,202
2020-03-30,2020-08-18 17:20:02,472,240
2020-07-29,2020-08-18 17:20:02,2613,153
2020-04-09,2020-08-18 17:20:02,820,580
2020-07-22,2020-08-18 17:20:02,3586,202
2020-06-06,2020-08-18 17:20:02,1163,82
2020-05-21,2020-08-18 17:20:02,2142,315
2020-05-02,2020-08-18 17:20:02,884,304
2020-08-15,2020-08-18 17:20:02,2926,93
2020-04-14,2020-08-18 17:20:02,506,378
2020-07-30,2020-08-18 17:20:02,2920,136
2020-03-29,2020-08-18 17:20:02,477,215
2020-06-15,2020-08-18 17:20:02,1816,95
2020-05-14,2020-08-18 17:20:02,1777,264
2020-07-24,2020-08-18 17:20:02,3322,211
2020-06-28,2020-08-18 17:20:02,1604,91
2020-07-07,2020-08-18 17:20:02,2387,139
2020-04-27,2020-08-18 17:20:02,823,427
2020-03-27,2020-08-18 17:20:02,770,223
2020-08-01,2020-08-18 17:20:02,2047,65
2020-04-18,2020-08-18 17:20:02,575,275
2020-08-11,2020-08-18 17:20:02,3161,162
2020-06-17,2020-08-18 17:20:02,2419,145
2020-06-02,2020-08-18 17:20:02,1522,134
2020-06-26,2020-08-18 17:20:02,1504,87
2020-04-05,2020-08-18 17:20:02,663,410
2020-04-21,2020-08-18 17:20:02,921,505
2020-04-25,2020-08-18 17:20:02,842,327
2020-03-14,2020-08-18 17:20:02,64,6
2020-07-13,2020-08-18 17:20:02,2001,136
2020-05-24,2020-08-18 17:20:02,1402,173
2020-07-02,2020-08-18 17:20:02,1988,120
2020-04-28,2020-08-18 17:20:02,1126,471
2020-07-25,2020-08-18 17:20:02,2713,141
2020-04-03,2020-08-18 17:20:02,889,512
2020-07-03,2020-08-18 17:20:02,2569,128
2020-04-10,2020-08-18 17:20:02,876,577
2020-03-25,2020-08-18 17:20:02,657,169
2020-08-03,2020-08-18 17:20:02,1682,87
2020-06-11,2020-08-18 17:20:02,1594,102
2020-04-23,2020-08-18 17:20:02,1188,569
2020-05-07,2020-08-18 17:20:02,1408,309
2020-06-20,2020-08-18 17:20:02,2086,124
2020-06-23,2020-08-18 17:20:02,2171,154
2020-03-16,2020-08-18 17:20:02,88,7
2020-07-11,2020-08-18 17:20:02,1388,98
2020-07-06,2020-08-18 17:20:02,1928,114
2020-05-23,2020-08-18 17:20:02,1535,190
2020-04-07,2020-08-18 17:20:02,755,512
2020-05-17,2020-08-18 17:20:02,1177,142
2020-06-27,2020-08-18 17:20:02,1561,109
2020-06-03,2020-08-18 17:20:02,1621,148
2020-06-08,2020-08-18 17:20:02,1397,109
2020-05-13,2020-08-18 17:20:02,1487,241
2020-07-15,2020-08-18 17:20:02,2931,160
2020-03-12,2020-08-18 17:20:02,24,NA
2020-04-17,2020-08-18 17:20:02,994,599
2020-08-12,2020-08-18 17:20:02,4103,183
2020-05-10,2020-08-18 17:20:02,773,121
2020-04-29,2020-08-18 17:20:02,1597,523
2020-06-25,2020-08-18 17:20:02,2092,122
2020-08-10,2020-08-18 17:20:02,2004,102
2020-04-19,2020-08-18 17:20:02,456,261
2020-08-02,2020-08-18 17:20:02,2342,84
2020-03-26,2020-08-18 17:20:02,565,195
2020-07-01,2020-08-18 17:20:02,2289,159
2020-05-25,2020-08-18 17:20:02,1292,129
2020-04-30,2020-08-18 17:20:02,1392,431
2020-08-13,2020-08-18 17:20:02,2842,90
2020-04-16,2020-08-18 17:20:02,761,526
2020-07-21,2020-08-18 17:20:02,2667,156
2020-06-13,2020-08-18 17:20:02,1767,97
2020-03-31,2020-08-18 17:20:02,737,363
2020-07-28,2020-08-18 17:20:02,2751,115
2020-07-19,2020-08-18 17:20:02,1973,105
2020-03-08,2020-08-18 17:20:02,11,NA
2020-05-05,2020-08-18 17:20:02,1227,365
2020-07-05,2020-08-18 17:20:02,1194,80
2020-07-12,2020-08-18 17:20:02,1199,87
2020-03-15,2020-08-18 17:20:02,30,NA
2020-06-04,2020-08-18 17:20:02,1341,85
2020-04-06,2020-08-18 17:20:02,860,552
2020-06-21,2020-08-18 17:20:02,1093,65
2020-06-19,2020-08-18 17:20:02,2115,121
2020-05-06,2020-08-18 17:20:02,1525,359
2020-06-12,2020-08-18 17:20:02,1868,104
2020-05-19,2020-08-18 17:20:02,1486,258
2020-05-04,2020-08-18 17:20:02,806,372
2020-08-18,2020-08-18 17:20:02,127,NA
2020-08-09,2020-08-18 17:20:02,2608,109
2020-03-19,2020-08-18 17:20:02,295,32
2020-07-16,2020-08-18 17:20:02,2670,145
2020-08-08,2020-08-18 17:20:02,2346,88
2020-03-20,2020-08-18 17:20:02,183,32
2020-05-11,2020-08-18 17:20:02,888,245
2020-06-07,2020-08-18 17:20:02,1106,89
2020-08-04,2020-08-18 17:20:02,2914,103
2020-03-24,2020-08-18 17:20:02,471,117
2020-05-01,2020-08-18 17:20:02,1062,414
2020-07-27,2020-08-18 17:20:02,1749,162
2020-04-01,2020-08-18 17:20:02,746,421
2020-06-14,2020-08-18 17:20:02,1242,60
2020-05-12,2020-08-18 17:20:02,1342,248
2020-08-05,2020-08-18 17:20:02,2766,131
2020-03-23,2020-08-18 17:20:02,311,70
2020-03-11,2020-08-18 17:20:02,13,NA
2020-05-30,2020-08-18 17:20:02,1526,125
