result_date,etl_timestamp,positive,negative
2020-09-11,2020-09-18 17:20:01,85,2560
2020-06-04,2020-09-18 17:20:01,85,1341
2020-06-28,2020-09-18 17:20:01,96,1604
2020-05-10,2020-09-18 17:20:01,126,773
2020-07-27,2020-09-18 17:20:01,165,1757
2020-04-01,2020-09-18 17:20:01,421,746
2020-05-04,2020-09-18 17:20:01,372,807
2020-08-27,2020-09-18 17:20:01,142,2819
2020-05-22,2020-09-18 17:20:01,203,1731
2020-07-05,2020-09-18 17:20:01,80,1195
2020-04-14,2020-09-18 17:20:01,381,509
2020-08-15,2020-09-18 17:20:01,107,3028
2020-08-05,2020-09-18 17:20:01,144,2774
2020-03-23,2020-09-18 17:20:01,71,311
2020-09-07,2020-09-18 17:20:01,50,1711
2020-04-23,2020-09-18 17:20:01,575,1189
2020-05-06,2020-09-18 17:20:01,361,1530
2020-06-13,2020-09-18 17:20:01,99,1774
2020-05-31,2020-09-18 17:20:01,112,1418
2020-09-04,2020-09-18 17:20:01,95,3005
2020-04-26,2020-09-18 17:20:01,206,594
2020-08-22,2020-09-18 17:20:01,89,2983
2020-04-07,2020-09-18 17:20:01,512,755
2020-09-15,2020-09-18 17:20:01,95,3033
2020-05-17,2020-09-18 17:20:01,142,1178
2020-06-27,2020-09-18 17:20:01,112,1561
2020-06-03,2020-09-18 17:20:01,147,1623
2020-07-18,2020-09-18 17:20:01,117,2423
2020-08-16,2020-09-18 17:20:01,95,2240
2020-04-13,2020-09-18 17:20:01,254,354
2020-04-03,2020-09-18 17:20:01,512,893
2020-07-25,2020-09-18 17:20:01,141,2722
2020-05-26,2020-09-18 17:20:01,222,1775
2020-06-12,2020-09-18 17:20:01,106,1868
2020-05-19,2020-09-18 17:20:01,258,1486
2020-09-13,2020-09-18 17:20:01,59,2882
2020-03-26,2020-09-18 17:20:01,195,565
2020-08-02,2020-09-18 17:20:01,85,2345
2020-08-18,2020-09-18 17:20:01,124,3066
2020-04-11,2020-09-18 17:20:01,416,639
2020-07-24,2020-09-18 17:20:01,213,3331
2020-08-09,2020-09-18 17:20:01,114,2608
2020-03-19,2020-09-18 17:20:01,32,273
2020-04-29,2020-09-18 17:20:01,525,1607
2020-09-01,2020-09-18 17:20:01,208,3388
2020-07-01,2020-09-18 17:20:01,159,2293
2020-05-25,2020-09-18 17:20:01,128,1292
2020-07-14,2020-09-18 17:20:01,144,2322
2020-08-31,2020-09-18 17:20:01,120,1621
2020-04-30,2020-09-18 17:20:01,435,1401
2020-08-13,2020-09-18 17:20:01,100,3001
2020-04-16,2020-09-18 17:20:01,526,761
2020-05-13,2020-09-18 17:20:01,245,1489
2020-06-24,2020-09-18 17:20:01,130,2042
2020-06-08,2020-09-18 17:20:01,111,1398
2020-07-15,2020-09-18 17:20:01,159,2940
2020-03-12,2020-09-18 17:20:01,NA,17
2020-04-17,2020-09-18 17:20:01,599,998
2020-08-12,2020-09-18 17:20:01,202,4261
2020-07-04,2020-09-18 17:20:01,69,1323
2020-05-24,2020-09-18 17:20:01,177,1402
2020-08-25,2020-09-18 17:20:01,102,2968
2020-04-04,2020-09-18 17:20:01,553,811
2020-06-25,2020-09-18 17:20:01,124,2094
2020-06-01,2020-09-18 17:20:01,103,1250
2020-07-22,2020-09-18 17:20:01,204,3602
2020-04-21,2020-09-18 17:20:01,509,921
2020-09-09,2020-09-18 17:20:01,63,2580
2020-06-10,2020-09-18 17:20:01,114,2057
2020-07-03,2020-09-18 17:20:01,130,2571
2020-04-05,2020-09-18 17:20:01,411,663
2020-08-24,2020-09-18 17:20:01,79,2010
2020-03-11,2020-09-18 17:20:01,NA,13
2020-07-16,2020-09-18 17:20:01,146,2671
2020-05-12,2020-09-18 17:20:01,247,1346
2020-06-21,2020-09-18 17:20:01,66,1093
2020-07-13,2020-09-18 17:20:01,138,2013
2020-03-14,2020-09-18 17:20:01,6,50
2020-07-07,2020-09-18 17:20:01,139,2388
2020-05-30,2020-09-18 17:20:01,126,1527
2020-06-14,2020-09-18 17:20:01,60,1242
2020-09-08,2020-09-18 17:20:01,51,1914
2020-06-17,2020-09-18 17:20:01,144,2423
2020-04-12,2020-09-18 17:20:01,418,692
2020-08-17,2020-09-18 17:20:01,88,2171
2020-07-17,2020-09-18 17:20:01,200,2992
2020-05-21,2020-09-18 17:20:01,319,2142
2020-04-22,2020-09-18 17:20:01,533,975
2020-03-24,2020-09-18 17:20:01,117,471
2020-08-04,2020-09-18 17:20:01,104,2919
2020-04-09,2020-09-18 17:20:01,583,821
2020-08-20,2020-09-18 17:20:01,108,2975
2020-07-20,2020-09-18 17:20:01,125,2324
2020-07-09,2020-09-18 17:20:01,116,2304
2020-03-18,2020-09-18 17:20:01,8,178
2020-09-17,2020-09-18 17:20:01,42,2275
2020-05-15,2020-09-18 17:20:01,264,1710
2020-06-16,2020-09-18 17:20:01,88,2090
2020-05-08,2020-09-18 17:20:01,354,1279
2020-03-30,2020-09-18 17:20:01,241,472
2020-07-29,2020-09-18 17:20:01,154,2623
2020-06-06,2020-09-18 17:20:01,84,1163
2020-08-07,2020-09-18 17:20:01,102,2598
2020-03-21,2020-09-18 17:20:01,54,351
2020-09-05,2020-09-18 17:20:01,73,2396
2020-04-25,2020-09-18 17:20:01,329,843
2020-05-05,2020-09-18 17:20:01,368,1229
2020-08-26,2020-09-18 17:20:01,124,3311
2020-03-31,2020-09-18 17:20:01,362,737
2020-07-28,2020-09-18 17:20:01,116,2765
2020-05-11,2020-09-18 17:20:01,247,889
2020-06-19,2020-09-18 17:20:01,121,2122
2020-09-12,2020-09-18 17:20:01,81,2919
2020-05-20,2020-09-18 17:20:01,193,1705
2020-08-03,2020-09-18 17:20:01,90,1688
2020-03-25,2020-09-18 17:20:01,169,657
2020-08-08,2020-09-18 17:20:01,94,2350
2020-03-20,2020-09-18 17:20:01,32,177
2020-07-21,2020-09-18 17:20:01,156,2677
2020-06-18,2020-09-18 17:20:01,100,2113
2020-04-02,2020-09-18 17:20:01,361,695
2020-07-26,2020-09-18 17:20:01,93,2253
