result_date,etl_timestamp,positive,negative
2020-04-28,2020-09-18 17:20:01,472,1128
2020-09-02,2020-09-18 17:20:01,140,3180
2020-06-11,2020-09-18 17:20:01,104,1596
2020-07-06,2020-09-18 17:20:01,116,1943
2020-07-23,2020-09-18 17:20:01,220,3925
2020-03-28,2020-09-18 17:20:01,146,472
2020-07-31,2020-09-18 17:20:01,148,2853
2020-08-01,2020-09-18 17:20:01,71,2051
2020-03-27,2020-09-18 17:20:01,223,772
2020-05-27,2020-09-18 17:20:01,187,1918
2020-07-12,2020-09-18 17:20:01,87,1213
2020-03-15,2020-09-18 17:20:01,NA,30
2020-08-10,2020-09-18 17:20:01,110,2017
2020-04-19,2020-09-18 17:20:01,263,456
2020-05-14,2020-09-18 17:20:01,264,1780
2020-07-19,2020-09-18 17:20:01,105,1990
2020-08-23,2020-09-18 17:20:01,60,1820
2020-04-06,2020-09-18 17:20:01,555,860
2020-07-02,2020-09-18 17:20:01,120,1994
2020-04-10,2020-09-18 17:20:01,579,877
2020-08-19,2020-09-18 17:20:01,117,3573
2020-05-18,2020-09-18 17:20:01,182,902
2020-09-14,2020-09-18 17:20:01,70,2524
2020-06-02,2020-09-18 17:20:01,133,1522
2020-05-07,2020-09-18 17:20:01,312,1410
2020-06-20,2020-09-18 17:20:01,124,2099
2020-05-16,2020-09-18 17:20:01,167,1370
2020-09-16,2020-09-18 17:20:01,75,3249
2020-04-27,2020-09-18 17:20:01,429,826
2020-09-03,2020-09-18 17:20:01,124,2962
2020-06-07,2020-09-18 17:20:01,89,1108
2020-06-23,2020-09-18 17:20:01,155,2173
2020-06-15,2020-09-18 17:20:01,95,1821
2020-03-16,2020-09-18 17:20:01,7,85
2020-07-11,2020-09-18 17:20:01,100,1426
2020-08-14,2020-09-18 17:20:01,129,3182
2020-04-15,2020-09-18 17:20:01,607,874
2020-05-23,2020-09-18 17:20:01,196,1535
2020-07-10,2020-09-18 17:20:01,113,1809
2020-03-17,2020-09-18 17:20:01,16,166
2020-03-22,2020-09-18 17:20:01,50,166
2020-08-06,2020-09-18 17:20:01,162,2976
2020-06-29,2020-09-18 17:20:01,128,2109
2020-06-05,2020-09-18 17:20:01,119,1453
2020-04-24,2020-09-18 17:20:01,492,1147
2020-09-06,2020-09-18 17:20:01,64,2924
2020-05-29,2020-09-18 17:20:01,206,1948
2020-08-29,2020-09-18 17:20:01,122,2606
2020-05-02,2020-09-18 17:20:01,307,885
2020-06-30,2020-09-18 17:20:01,129,2114
2020-05-28,2020-09-18 17:20:01,210,2005
2020-08-11,2020-09-18 17:20:01,166,3291
2020-04-18,2020-09-18 17:20:01,275,575
2020-07-30,2020-09-18 17:20:01,136,2927
2020-03-29,2020-09-18 17:20:01,215,477
2020-05-09,2020-09-18 17:20:01,226,1153
2020-09-18,2020-09-18 17:20:01,NA,239
2020-06-26,2020-09-18 17:20:01,88,1504
2020-04-08,2020-09-18 17:20:01,579,920
2020-08-21,2020-09-18 17:20:01,91,2901
2020-06-09,2020-09-18 17:20:01,142,1969
2020-09-10,2020-09-18 17:20:01,98,2921
2020-04-20,2020-09-18 17:20:01,492,626
2020-05-03,2020-09-18 17:20:01,169,619
2020-08-28,2020-09-18 17:20:01,128,3109
2020-03-08,2020-09-18 17:20:01,NA,11
2020-07-08,2020-09-18 17:20:01,123,2981
2020-08-30,2020-09-18 17:20:01,85,1952
2020-05-01,2020-09-18 17:20:01,420,1063
2020-06-22,2020-09-18 17:20:01,108,1566
2020-03-13,2020-09-18 17:20:01,NA,50
