result_date,etl_timestamp,positive,negative
2020-06-17,2020-09-28 17:20:02,144,2423
2020-08-09,2020-09-28 17:20:02,114,2608
2020-03-19,2020-09-28 17:20:02,32,272
2020-04-12,2020-09-28 17:20:02,419,692
2020-08-17,2020-09-28 17:20:02,88,2172
2020-07-17,2020-09-28 17:20:02,200,2992
2020-05-21,2020-09-28 17:20:02,319,2142
2020-09-11,2020-09-28 17:20:02,89,2560
2020-06-04,2020-09-28 17:20:02,85,1342
2020-06-28,2020-09-28 17:20:02,96,1604
2020-05-10,2020-09-28 17:20:02,125,773
2020-09-22,2020-09-28 17:20:02,93,3416
2020-07-27,2020-09-28 17:20:02,164,1757
2020-04-01,2020-09-28 17:20:02,421,746
2020-05-04,2020-09-28 17:20:02,372,807
2020-08-27,2020-09-28 17:20:02,144,2819
2020-05-22,2020-09-28 17:20:02,203,1731
2020-07-05,2020-09-28 17:20:02,80,1195
2020-04-14,2020-09-28 17:20:02,382,509
2020-08-15,2020-09-28 17:20:02,107,3029
2020-08-05,2020-09-28 17:20:02,145,2774
2020-03-23,2020-09-28 17:20:02,72,311
2020-08-18,2020-09-28 17:20:02,124,3067
2020-04-11,2020-09-28 17:20:02,416,639
2020-07-24,2020-09-28 17:20:02,213,3331
2020-06-12,2020-09-28 17:20:02,106,1868
2020-04-29,2020-09-28 17:20:02,524,1607
2020-09-01,2020-09-28 17:20:02,218,3390
2020-07-01,2020-09-28 17:20:02,159,2293
2020-05-25,2020-09-28 17:20:02,127,1292
2020-07-14,2020-09-28 17:20:02,144,2322
2020-08-31,2020-09-28 17:20:02,124,1620
2020-04-30,2020-09-28 17:20:02,434,1401
2020-08-13,2020-09-28 17:20:02,101,3001
2020-04-16,2020-09-28 17:20:02,524,761
2020-09-19,2020-09-28 17:20:02,69,3098
2020-05-13,2020-09-28 17:20:02,246,1489
2020-06-05,2020-09-28 17:20:02,118,1453
2020-09-28,2020-09-28 17:20:02,16,520
2020-05-20,2020-09-28 17:20:02,193,1706
2020-09-12,2020-09-28 17:20:02,82,2917
2020-05-29,2020-09-28 17:20:02,206,1948
2020-08-29,2020-09-28 17:20:02,125,2606
2020-05-02,2020-09-28 17:20:02,307,885
2020-07-30,2020-09-28 17:20:02,136,2928
2020-03-29,2020-09-28 17:20:02,215,477
2020-05-09,2020-09-28 17:20:02,226,1153
2020-09-23,2020-09-28 17:20:02,81,3308
2020-06-15,2020-09-28 17:20:02,95,1821
2020-09-18,2020-09-28 17:20:02,97,3151
2020-05-14,2020-09-28 17:20:02,263,1780
2020-07-07,2020-09-28 17:20:02,139,2389
2020-04-27,2020-09-28 17:20:02,430,826
2020-09-03,2020-09-28 17:20:02,128,2962
2020-06-08,2020-09-28 17:20:02,111,1398
2020-05-28,2020-09-28 17:20:02,209,2005
2020-06-29,2020-09-28 17:20:02,127,2109
2020-09-09,2020-09-28 17:20:02,68,2581
2020-04-21,2020-09-28 17:20:02,507,921
2020-04-07,2020-09-28 17:20:02,514,755
2020-08-22,2020-09-28 17:20:02,89,2983
2020-07-20,2020-09-28 17:20:02,125,2324
2020-06-19,2020-09-28 17:20:02,119,2122
2020-09-26,2020-09-28 17:20:02,64,2770
2020-05-06,2020-09-28 17:20:02,359,1530
2020-08-11,2020-09-28 17:20:02,166,3291
2020-04-18,2020-09-28 17:20:02,275,575
2020-03-16,2020-09-28 17:20:02,7,85
2020-07-11,2020-09-28 17:20:02,100,1426
2020-05-26,2020-09-28 17:20:02,222,1775
2020-05-19,2020-09-28 17:20:02,257,1486
2020-09-13,2020-09-28 17:20:02,62,2883
2020-03-26,2020-09-28 17:20:02,194,565
2020-08-02,2020-09-28 17:20:02,85,2345
2020-09-04,2020-09-28 17:20:02,99,3006
2020-04-26,2020-09-28 17:20:02,208,594
2020-09-15,2020-09-28 17:20:02,105,3034
2020-05-17,2020-09-28 17:20:02,141,1178
2020-06-27,2020-09-28 17:20:02,112,1562
2020-06-03,2020-09-28 17:20:02,147,1623
2020-07-18,2020-09-28 17:20:02,117,2423
2020-08-16,2020-09-28 17:20:02,95,2240
2020-04-13,2020-09-28 17:20:02,254,354
2020-04-03,2020-09-28 17:20:02,512,893
2020-07-25,2020-09-28 17:20:02,141,2722
2020-07-12,2020-09-28 17:20:02,87,1213
2020-03-15,2020-09-28 17:20:02,NA,30
2020-08-10,2020-09-28 17:20:02,110,2017
2020-04-19,2020-09-28 17:20:02,261,456
2020-04-25,2020-09-28 17:20:02,329,843
2020-09-05,2020-09-28 17:20:02,73,2397
2020-07-19,2020-09-28 17:20:02,105,1990
2020-08-23,2020-09-28 17:20:02,61,1820
2020-04-06,2020-09-28 17:20:02,555,860
2020-06-30,2020-09-28 17:20:02,129,2114
2020-06-21,2020-09-28 17:20:02,66,1093
2020-03-30,2020-09-28 17:20:02,241,472
2020-07-29,2020-09-28 17:20:02,154,2623
2020-07-13,2020-09-28 17:20:02,137,2013
2020-03-14,2020-09-28 17:20:02,6,50
2020-05-30,2020-09-28 17:20:02,126,1527
2020-06-14,2020-09-28 17:20:02,60,1242
2020-09-08,2020-09-28 17:20:02,51,1914
2020-04-22,2020-09-28 17:20:02,533,975
2020-03-24,2020-09-28 17:20:02,117,471
2020-08-04,2020-09-28 17:20:02,104,2920
2020-04-09,2020-09-28 17:20:02,581,821
2020-08-20,2020-09-28 17:20:02,108,2975
2020-05-05,2020-09-28 17:20:02,368,1229
2020-08-26,2020-09-28 17:20:02,124,3312
2020-03-31,2020-09-28 17:20:02,362,737
2020-07-28,2020-09-28 17:20:02,118,2765
2020-05-01,2020-09-28 17:20:02,420,1063
2020-08-30,2020-09-28 17:20:02,86,1952
2020-09-06,2020-09-28 17:20:02,67,2924
2020-04-24,2020-09-28 17:20:02,491,1147
2020-09-17,2020-09-28 17:20:02,87,3614
2020-05-15,2020-09-28 17:20:02,264,1710
2020-03-20,2020-09-28 17:20:02,32,177
2020-08-08,2020-09-28 17:20:02,94,2350
2020-06-11,2020-09-28 17:20:02,105,1595
2020-07-06,2020-09-28 17:20:02,116,1943
2020-07-23,2020-09-28 17:20:02,220,3925
2020-03-28,2020-09-28 17:20:02,146,472
2020-07-31,2020-09-28 17:20:02,148,2854
2020-08-01,2020-09-28 17:20:02,70,2051
2020-03-27,2020-09-28 17:20:02,223,772
2020-05-27,2020-09-28 17:20:02,188,1918
2020-05-07,2020-09-28 17:20:02,312,1410
2020-09-25,2020-09-28 17:20:02,76,3111
2020-06-20,2020-09-28 17:20:02,124,2100
2020-04-20,2020-09-28 17:20:02,495,626
2020-09-10,2020-09-28 17:20:02,102,2922
2020-07-02,2020-09-28 17:20:02,120,1995
2020-06-07,2020-09-28 17:20:02,90,1108
2020-06-25,2020-09-28 17:20:02,124,2094
2020-06-22,2020-09-28 17:20:02,108,1566
2020-09-20,2020-09-28 17:20:02,48,2415
2020-05-12,2020-09-28 17:20:02,248,1346
2020-04-17,2020-09-28 17:20:02,600,998
2020-08-12,2020-09-28 17:20:02,201,4261
2020-04-28,2020-09-28 17:20:02,472,1128
2020-09-02,2020-09-28 17:20:02,142,3180
2020-07-03,2020-09-28 17:20:02,130,2571
2020-03-18,2020-09-28 17:20:02,8,178
2020-07-09,2020-09-28 17:20:02,116,2304
2020-04-10,2020-09-28 17:20:02,579,877
2020-08-19,2020-09-28 17:20:02,117,3573
2020-03-25,2020-09-28 17:20:02,170,657
2020-08-03,2020-09-28 17:20:02,90,1688
2020-05-18,2020-09-28 17:20:02,183,902
2020-09-14,2020-09-28 17:20:02,74,2528
2020-06-02,2020-09-28 17:20:02,133,1522
2020-09-07,2020-09-28 17:20:02,50,1711
2020-04-23,2020-09-28 17:20:02,575,1189
2020-07-10,2020-09-28 17:20:02,113,1809
2020-03-17,2020-09-28 17:20:02,16,166
2020-07-04,2020-09-28 17:20:02,69,1323
2020-03-22,2020-09-28 17:20:02,50,166
2020-08-06,2020-09-28 17:20:02,163,2977
2020-07-26,2020-09-28 17:20:02,93,2253
2020-04-02,2020-09-28 17:20:02,361,695
2020-06-10,2020-09-28 17:20:02,114,2057
2020-06-16,2020-09-28 17:20:02,88,2090
2020-09-24,2020-09-28 17:20:02,70,3479
2020-05-08,2020-09-28 17:20:02,359,1279
2020-07-22,2020-09-28 17:20:02,204,3602
2020-09-27,2020-09-28 17:20:02,60,2095
2020-06-06,2020-09-28 17:20:02,84,1163
2020-08-07,2020-09-28 17:20:02,102,2598
2020-03-21,2020-09-28 17:20:02,54,351
2020-05-24,2020-09-28 17:20:02,178,1402
2020-06-23,2020-09-28 17:20:02,155,2173
2020-08-14,2020-09-28 17:20:02,129,3182
2020-04-15,2020-09-28 17:20:02,607,874
2020-05-23,2020-09-28 17:20:02,196,1535
2020-05-16,2020-09-28 17:20:02,166,1370
2020-09-16,2020-09-28 17:20:02,87,3265
2020-06-09,2020-09-28 17:20:02,142,1969
2020-06-18,2020-09-28 17:20:02,102,2113
2020-05-03,2020-09-28 17:20:02,169,619
2020-08-28,2020-09-28 17:20:02,129,3109
2020-06-24,2020-09-28 17:20:02,131,2042
2020-06-26,2020-09-28 17:20:02,88,1504
2020-08-24,2020-09-28 17:20:02,80,2010
2020-04-05,2020-09-28 17:20:02,411,663
2020-03-11,2020-09-28 17:20:02,NA,13
2020-07-16,2020-09-28 17:20:02,146,2671
2020-04-08,2020-09-28 17:20:02,579,920
2020-08-21,2020-09-28 17:20:02,91,2901
2020-07-08,2020-09-28 17:20:02,123,2981
2020-03-13,2020-09-28 17:20:02,NA,49
2020-08-25,2020-09-28 17:20:02,106,2968
2020-04-04,2020-09-28 17:20:02,552,811
2020-06-13,2020-09-28 17:20:02,99,1774
2020-05-31,2020-09-28 17:20:02,112,1418
2020-07-15,2020-09-28 17:20:02,160,2940
2020-03-12,2020-09-28 17:20:02,NA,19
2020-07-21,2020-09-28 17:20:02,156,2677
2020-03-08,2020-09-28 17:20:02,NA,11
2020-06-01,2020-09-28 17:20:02,103,1250
2020-05-11,2020-09-28 17:20:02,245,889
2020-09-21,2020-09-28 17:20:02,58,2604
