result_date,etl_timestamp,positive,negative
2020-06-17,2020-08-22 17:20:01,145,2423
2020-08-09,2020-08-22 17:20:01,112,2608
2020-03-19,2020-08-22 17:20:01,32,273
2020-04-12,2020-08-22 17:20:01,418,692
2020-08-17,2020-08-22 17:20:01,85,2076
2020-07-17,2020-08-22 17:20:01,200,2969
2020-03-10,2020-08-22 17:20:01,NA,8
2020-05-21,2020-08-22 17:20:01,319,2142
2020-06-04,2020-08-22 17:20:01,85,1341
2020-06-28,2020-08-22 17:20:01,95,1604
2020-05-10,2020-08-22 17:20:01,123,773
2020-07-27,2020-08-22 17:20:01,164,1757
2020-04-01,2020-08-22 17:20:01,421,746
2020-05-04,2020-08-22 17:20:01,373,806
2020-05-22,2020-08-22 17:20:01,203,1729
2020-07-05,2020-08-22 17:20:01,80,1194
2020-04-14,2020-08-22 17:20:01,381,509
2020-08-15,2020-08-22 17:20:01,97,2955
2020-08-05,2020-08-22 17:20:01,134,2768
2020-03-23,2020-08-22 17:20:01,70,311
2020-04-23,2020-08-22 17:20:01,573,1189
2020-05-06,2020-08-22 17:20:01,360,1529
2020-06-13,2020-08-22 17:20:01,99,1773
2020-05-31,2020-08-22 17:20:01,112,1418
2020-06-24,2020-08-22 17:20:01,130,2042
2020-06-02,2020-08-22 17:20:01,133,1522
2020-08-19,2020-08-22 17:20:01,112,3475
2020-04-10,2020-08-22 17:20:01,579,877
2020-05-07,2020-08-22 17:20:01,312,1409
2020-06-20,2020-08-22 17:20:01,124,2099
2020-05-01,2020-08-22 17:20:01,420,1063
2020-04-20,2020-08-22 17:20:01,494,626
2020-07-02,2020-08-22 17:20:01,119,1988
2020-06-14,2020-08-22 17:20:01,60,1242
2020-06-07,2020-08-22 17:20:01,89,1108
2020-06-25,2020-08-22 17:20:01,124,2094
2020-07-30,2020-08-22 17:20:01,138,2925
2020-03-29,2020-08-22 17:20:01,215,477
2020-06-22,2020-08-22 17:20:01,109,1566
2020-05-12,2020-08-22 17:20:01,248,1344
2020-04-17,2020-08-22 17:20:01,599,998
2020-08-12,2020-08-22 17:20:01,199,4248
2020-07-07,2020-08-22 17:20:01,139,2388
2020-04-27,2020-08-22 17:20:01,431,826
2020-03-27,2020-08-22 17:20:01,223,772
2020-08-01,2020-08-22 17:20:01,66,2050
2020-04-18,2020-08-22 17:20:01,275,575
2020-08-11,2020-08-22 17:20:01,165,3279
2020-05-02,2020-08-22 17:20:01,307,884
2020-06-26,2020-08-22 17:20:01,88,1504
2020-04-05,2020-08-22 17:20:01,411,663
2020-04-21,2020-08-22 17:20:01,508,921
2020-06-10,2020-08-22 17:20:01,114,2057
2020-05-17,2020-08-22 17:20:01,142,1178
2020-07-03,2020-08-22 17:20:01,129,2569
2020-08-13,2020-08-22 17:20:01,98,2995
2020-04-16,2020-08-22 17:20:01,526,761
2020-03-11,2020-08-22 17:20:01,NA,13
2020-07-16,2020-08-22 17:20:01,146,2670
2020-06-21,2020-08-22 17:20:01,66,1093
2020-07-13,2020-08-22 17:20:01,138,2012
2020-03-14,2020-08-22 17:20:01,6,63
2020-03-22,2020-08-22 17:20:01,52,166
2020-08-06,2020-08-22 17:20:01,161,2971
2020-07-26,2020-08-22 17:20:01,93,2252
2020-04-02,2020-08-22 17:20:01,362,695
2020-07-18,2020-08-22 17:20:01,117,2423
2020-06-29,2020-08-22 17:20:01,128,2110
2020-06-05,2020-08-22 17:20:01,119,1453
2020-04-24,2020-08-22 17:20:01,492,1147
2020-05-20,2020-08-22 17:20:01,194,1704
2020-05-29,2020-08-22 17:20:01,206,1948
2020-05-09,2020-08-22 17:20:01,226,1152
2020-06-15,2020-08-22 17:20:01,95,1821
2020-05-14,2020-08-22 17:20:01,263,1778
2020-07-24,2020-08-22 17:20:01,212,3329
2020-04-09,2020-08-22 17:20:01,583,821
2020-08-20,2020-08-22 17:20:01,96,2872
2020-07-22,2020-08-22 17:20:01,204,3601
2020-06-06,2020-08-22 17:20:01,84,1163
2020-08-07,2020-08-22 17:20:01,101,2596
2020-03-21,2020-08-22 17:20:01,52,353
2020-04-25,2020-08-22 17:20:01,329,843
2020-05-24,2020-08-22 17:20:01,177,1402
2020-04-28,2020-08-22 17:20:01,473,1128
2020-07-25,2020-08-22 17:20:01,141,2722
2020-04-03,2020-08-22 17:20:01,512,893
2020-03-18,2020-08-22 17:20:01,8,178
2020-07-09,2020-08-22 17:20:01,113,2301
2020-03-25,2020-08-22 17:20:01,169,657
2020-08-03,2020-08-22 17:20:01,89,1686
2020-05-18,2020-08-22 17:20:01,182,901
2020-06-11,2020-08-22 17:20:01,104,1594
2020-05-25,2020-08-22 17:20:01,129,1292
2020-05-11,2020-08-22 17:20:01,246,888
2020-05-16,2020-08-22 17:20:01,166,1370
2020-04-06,2020-08-22 17:20:01,554,860
2020-08-04,2020-08-22 17:20:01,103,2916
2020-03-24,2020-08-22 17:20:01,117,471
2020-07-12,2020-08-22 17:20:01,88,1211
2020-06-23,2020-08-22 17:20:01,155,2173
2020-06-16,2020-08-22 17:20:01,88,2090
2020-03-16,2020-08-22 17:20:01,7,85
2020-07-11,2020-08-22 17:20:01,99,1424
2020-08-14,2020-08-22 17:20:01,126,3157
2020-04-15,2020-08-22 17:20:01,607,874
2020-06-03,2020-08-22 17:20:01,147,1622
2020-05-15,2020-08-22 17:20:01,264,1708
2020-03-20,2020-08-22 17:20:01,32,179
2020-08-08,2020-08-22 17:20:01,89,2350
2020-07-06,2020-08-22 17:20:01,115,1942
2020-07-23,2020-08-22 17:20:01,220,3921
2020-03-28,2020-08-22 17:20:01,146,472
2020-07-31,2020-08-22 17:20:01,148,2850
2020-05-05,2020-08-22 17:20:01,368,1228
2020-05-27,2020-08-22 17:20:01,188,1918
2020-03-15,2020-08-22 17:20:01,NA,30
2020-08-10,2020-08-22 17:20:01,110,2011
2020-04-19,2020-08-22 17:20:01,262,456
2020-06-12,2020-08-22 17:20:01,105,1868
2020-05-19,2020-08-22 17:20:01,258,1486
2020-03-26,2020-08-22 17:20:01,195,565
2020-08-02,2020-08-22 17:20:01,85,2344
2020-08-18,2020-08-22 17:20:01,119,2932
2020-04-11,2020-08-22 17:20:01,416,639
2020-04-29,2020-08-22 17:20:01,524,1608
2020-07-01,2020-08-22 17:20:01,159,2289
