zip_code,etl_timestamp,Yes,NO_UNKNOWN
19124,2020-09-25 17:20:02,256,1399
19105,2020-09-25 17:20:02,NA,5
19135,2020-09-25 17:20:02,83,642
19116,2020-09-25 17:20:02,123,775
19111,2020-09-25 17:20:02,252,1358
19139,2020-09-25 17:20:02,289,847
19131,2020-09-25 17:20:02,298,941
19136,2020-09-25 17:20:02,156,1082
19120,2020-09-25 17:20:02,302,1477
19125,2020-09-25 17:20:02,78,306
19121,2020-09-25 17:20:02,170,707
19141,2020-09-25 17:20:02,194,578
19107,2020-09-25 17:20:02,58,240
19138,2020-09-25 17:20:02,155,643
19154,2020-09-25 17:20:02,67,672
19145,2020-09-25 17:20:02,161,844
19140,2020-09-25 17:20:02,412,1110
19152,2020-09-25 17:20:02,191,790
19149,2020-09-25 17:20:02,171,1090
19134,2020-09-25 17:20:02,259,951
19147,2020-09-25 17:20:02,74,440
19150,2020-09-25 17:20:02,95,487
19148,2020-09-25 17:20:02,211,918
19123,2020-09-25 17:20:02,87,341
19126,2020-09-25 17:20:02,159,469
19102,2020-09-25 17:20:02,5,74
19129,2020-09-25 17:20:02,25,138
19115,2020-09-25 17:20:02,136,899
19118,2020-09-25 17:20:02,52,156
19133,2020-09-25 17:20:02,222,532
19106,2020-09-25 17:20:02,14,111
19128,2020-09-25 17:20:02,49,472
19103,2020-09-25 17:20:02,61,240
19130,2020-09-25 17:20:02,94,403
19151,2020-09-25 17:20:02,148,704
19142,2020-09-25 17:20:02,179,664
19104,2020-09-25 17:20:02,232,618
19144,2020-09-25 17:20:02,263,793
19119,2020-09-25 17:20:02,154,463
19132,2020-09-25 17:20:02,236,608
19153,2020-09-25 17:20:02,54,228
19101,2020-09-25 17:20:02,10,28
19146,2020-09-25 17:20:02,133,620
19137,2020-09-25 17:20:02,11,105
19114,2020-09-25 17:20:02,96,573
19122,2020-09-25 17:20:02,98,452
19143,2020-09-25 17:20:02,333,1216
19127,2020-09-25 17:20:02,NA,62
