zip_code,etl_timestamp,Yes,NO_UNKNOWN
19124,2020-09-10 17:20:02,248,1343
19105,2020-09-10 17:20:02,NA,5
19135,2020-09-10 17:20:02,80,608
19116,2020-09-10 17:20:02,121,725
19111,2020-09-10 17:20:02,247,1295
19139,2020-09-10 17:20:02,288,828
19131,2020-09-10 17:20:02,293,916
19136,2020-09-10 17:20:02,151,1054
19120,2020-09-10 17:20:02,291,1448
19125,2020-09-10 17:20:02,77,291
19121,2020-09-10 17:20:02,167,661
19141,2020-09-10 17:20:02,188,558
19107,2020-09-10 17:20:02,62,229
19138,2020-09-10 17:20:02,143,625
19154,2020-09-10 17:20:02,66,637
19145,2020-09-10 17:20:02,158,814
19140,2020-09-10 17:20:02,398,1068
19152,2020-09-10 17:20:02,178,736
19149,2020-09-10 17:20:02,166,1047
19134,2020-09-10 17:20:02,248,917
19147,2020-09-10 17:20:02,71,424
19150,2020-09-10 17:20:02,94,479
19148,2020-09-10 17:20:02,201,898
19123,2020-09-10 17:20:02,89,328
19126,2020-09-10 17:20:02,156,465
19102,2020-09-10 17:20:02,5,67
19129,2020-09-10 17:20:02,25,133
19115,2020-09-10 17:20:02,135,861
19118,2020-09-10 17:20:02,49,152
19133,2020-09-10 17:20:02,215,500
19106,2020-09-10 17:20:02,13,107
19128,2020-09-10 17:20:02,48,457
19103,2020-09-10 17:20:02,60,224
19130,2020-09-10 17:20:02,88,386
19151,2020-09-10 17:20:02,149,677
19142,2020-09-10 17:20:02,178,649
19104,2020-09-10 17:20:02,225,581
19144,2020-09-10 17:20:02,260,769
19119,2020-09-10 17:20:02,153,450
19132,2020-09-10 17:20:02,233,596
19153,2020-09-10 17:20:02,53,223
19101,2020-09-10 17:20:02,10,27
19146,2020-09-10 17:20:02,128,604
19137,2020-09-10 17:20:02,11,101
19114,2020-09-10 17:20:02,96,538
19122,2020-09-10 17:20:02,95,399
19143,2020-09-10 17:20:02,326,1187
19127,2020-09-10 17:20:02,NA,54
