zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-08-26 17:20:02,442,150
19132,2020-08-26 17:20:02,579,234
19146,2020-08-26 17:20:02,584,127
19137,2020-08-26 17:20:02,89,11
19114,2020-08-26 17:20:02,521,90
19153,2020-08-26 17:20:02,224,51
19115,2020-08-26 17:20:02,827,132
19104,2020-08-26 17:20:02,562,224
19138,2020-08-26 17:20:02,598,138
19122,2020-08-26 17:20:02,311,93
19149,2020-08-26 17:20:02,987,161
19123,2020-08-26 17:20:02,321,87
19101,2020-08-26 17:20:02,27,10
19130,2020-08-26 17:20:02,320,89
19143,2020-08-26 17:20:02,1168,321
19125,2020-08-26 17:20:02,262,77
19154,2020-08-26 17:20:02,603,61
19151,2020-08-26 17:20:02,652,149
19106,2020-08-26 17:20:02,100,13
19111,2020-08-26 17:20:02,1212,245
19147,2020-08-26 17:20:02,409,71
19144,2020-08-26 17:20:02,746,261
19126,2020-08-26 17:20:02,447,157
19121,2020-08-26 17:20:02,476,165
19118,2020-08-26 17:20:02,142,48
19133,2020-08-26 17:20:02,462,211
19128,2020-08-26 17:20:02,424,46
19103,2020-08-26 17:20:02,220,60
19127,2020-08-26 17:20:02,47,NA
19145,2020-08-26 17:20:02,779,151
19142,2020-08-26 17:20:02,621,179
19124,2020-08-26 17:20:02,1266,245
19105,2020-08-26 17:20:02,5,NA
19135,2020-08-26 17:20:02,573,79
19116,2020-08-26 17:20:02,682,120
19139,2020-08-26 17:20:02,810,288
19131,2020-08-26 17:20:02,878,290
19136,2020-08-26 17:20:02,1011,146
19120,2020-08-26 17:20:02,1392,284
19141,2020-08-26 17:20:02,544,185
19107,2020-08-26 17:20:02,222,61
19140,2020-08-26 17:20:02,984,386
19152,2020-08-26 17:20:02,702,164
19134,2020-08-26 17:20:02,874,236
19150,2020-08-26 17:20:02,458,94
19148,2020-08-26 17:20:02,871,197
19102,2020-08-26 17:20:02,66,5
19129,2020-08-26 17:20:02,126,25
