zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-08-19 17:20:02,435,149
19132,2020-08-19 17:20:02,573,231
19146,2020-08-19 17:20:02,576,125
19137,2020-08-19 17:20:02,88,10
19114,2020-08-19 17:20:02,508,89
19153,2020-08-19 17:20:02,218,51
19115,2020-08-19 17:20:02,808,132
19104,2020-08-19 17:20:02,557,220
19138,2020-08-19 17:20:02,590,136
19122,2020-08-19 17:20:02,306,93
19149,2020-08-19 17:20:02,956,160
19123,2020-08-19 17:20:02,322,85
19101,2020-08-19 17:20:02,23,10
19130,2020-08-19 17:20:02,309,89
19143,2020-08-19 17:20:02,1146,316
19125,2020-08-19 17:20:02,254,77
19154,2020-08-19 17:20:02,597,58
19151,2020-08-19 17:20:02,642,146
19106,2020-08-19 17:20:02,99,13
19111,2020-08-19 17:20:02,1172,244
19147,2020-08-19 17:20:02,403,70
19144,2020-08-19 17:20:02,737,258
19126,2020-08-19 17:20:02,445,156
19121,2020-08-19 17:20:02,471,163
19118,2020-08-19 17:20:02,139,48
19133,2020-08-19 17:20:02,435,209
19128,2020-08-19 17:20:02,407,47
19103,2020-08-19 17:20:02,214,58
19127,2020-08-19 17:20:02,47,NA
19145,2020-08-19 17:20:02,749,150
19142,2020-08-19 17:20:02,613,175
19124,2020-08-19 17:20:02,1227,242
19105,2020-08-19 17:20:02,5,NA
19135,2020-08-19 17:20:02,543,78
19116,2020-08-19 17:20:02,659,120
19139,2020-08-19 17:20:02,803,284
19131,2020-08-19 17:20:02,858,289
19136,2020-08-19 17:20:02,1001,145
19120,2020-08-19 17:20:02,1349,279
19141,2020-08-19 17:20:02,529,185
19107,2020-08-19 17:20:02,221,60
19140,2020-08-19 17:20:02,959,380
19152,2020-08-19 17:20:02,679,163
19134,2020-08-19 17:20:02,838,231
19150,2020-08-19 17:20:02,458,91
19148,2020-08-19 17:20:02,860,196
19102,2020-08-19 17:20:02,64,5
19129,2020-08-19 17:20:02,124,25
