zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-09-04 17:20:02,447,151
19132,2020-09-04 17:20:02,593,233
19146,2020-09-04 17:20:02,594,128
19137,2020-09-04 17:20:02,96,11
19114,2020-09-04 17:20:02,529,95
19153,2020-09-04 17:20:02,223,52
19115,2020-09-04 17:20:02,851,135
19104,2020-09-04 17:20:02,577,225
19138,2020-09-04 17:20:02,616,142
19122,2020-09-04 17:20:02,413,94
19149,2020-09-04 17:20:02,1029,166
19123,2020-09-04 17:20:02,326,89
19101,2020-09-04 17:20:02,28,10
19130,2020-09-04 17:20:02,342,88
19143,2020-09-04 17:20:02,1179,326
19125,2020-09-04 17:20:02,273,77
19154,2020-09-04 17:20:02,625,66
19151,2020-09-04 17:20:02,673,149
19106,2020-09-04 17:20:02,104,13
19111,2020-09-04 17:20:02,1270,247
19147,2020-09-04 17:20:02,418,71
19144,2020-09-04 17:20:02,758,260
19126,2020-09-04 17:20:02,462,157
19121,2020-09-04 17:20:02,613,167
19118,2020-09-04 17:20:02,148,49
19133,2020-09-04 17:20:02,491,215
19128,2020-09-04 17:20:02,447,48
19103,2020-09-04 17:20:02,226,60
19127,2020-09-04 17:20:02,55,NA
19145,2020-09-04 17:20:02,807,156
19142,2020-09-04 17:20:02,640,178
19124,2020-09-04 17:20:02,1330,248
19105,2020-09-04 17:20:02,5,NA
19135,2020-09-04 17:20:02,597,79
19116,2020-09-04 17:20:02,714,121
19139,2020-09-04 17:20:02,824,287
19131,2020-09-04 17:20:02,903,293
19136,2020-09-04 17:20:02,1042,150
19120,2020-09-04 17:20:02,1432,288
19141,2020-09-04 17:20:02,553,187
19107,2020-09-04 17:20:02,230,61
19140,2020-09-04 17:20:02,1051,396
19152,2020-09-04 17:20:02,722,176
19134,2020-09-04 17:20:02,905,247
19150,2020-09-04 17:20:02,472,94
19148,2020-09-04 17:20:02,888,200
19102,2020-09-04 17:20:02,66,5
19129,2020-09-04 17:20:02,133,25
