zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-09-16 17:20:03,460,153
19132,2020-09-16 17:20:03,603,230
19146,2020-09-16 17:20:03,610,129
19137,2020-09-16 17:20:03,101,11
19114,2020-09-16 17:20:03,554,94
19153,2020-09-16 17:20:03,225,53
19115,2020-09-16 17:20:03,876,134
19104,2020-09-16 17:20:03,597,226
19138,2020-09-16 17:20:03,634,148
19122,2020-09-16 17:20:03,420,95
19149,2020-09-16 17:20:03,1066,167
19123,2020-09-16 17:20:03,333,88
19101,2020-09-16 17:20:03,29,10
19130,2020-09-16 17:20:03,405,89
19143,2020-09-16 17:20:03,1203,328
19125,2020-09-16 17:20:03,298,76
19154,2020-09-16 17:20:03,648,66
19151,2020-09-16 17:20:03,685,150
19106,2020-09-16 17:20:03,111,13
19111,2020-09-16 17:20:03,1326,247
19147,2020-09-16 17:20:03,430,71
19144,2020-09-16 17:20:03,778,262
19126,2020-09-16 17:20:03,465,157
19121,2020-09-16 17:20:03,683,168
19118,2020-09-16 17:20:03,155,51
19133,2020-09-16 17:20:03,513,215
19128,2020-09-16 17:20:03,459,48
19103,2020-09-16 17:20:03,231,61
19127,2020-09-16 17:20:03,58,NA
19145,2020-09-16 17:20:03,823,159
19142,2020-09-16 17:20:03,655,178
19124,2020-09-16 17:20:03,1367,250
19105,2020-09-16 17:20:03,5,NA
19135,2020-09-16 17:20:03,617,82
19116,2020-09-16 17:20:03,748,122
19139,2020-09-16 17:20:03,837,289
19131,2020-09-16 17:20:03,926,294
19136,2020-09-16 17:20:03,1062,154
19120,2020-09-16 17:20:03,1457,296
19141,2020-09-16 17:20:03,572,190
19107,2020-09-16 17:20:03,234,61
19140,2020-09-16 17:20:03,1096,399
19152,2020-09-16 17:20:03,759,189
19134,2020-09-16 17:20:03,936,250
19150,2020-09-16 17:20:03,484,94
19148,2020-09-16 17:20:03,912,202
19102,2020-09-16 17:20:03,71,5
19129,2020-09-16 17:20:03,135,25
