zip_code,etl_timestamp,Yes,NO_UNKNOWN
19124,2020-09-17 17:20:02,250,1369
19105,2020-09-17 17:20:02,NA,5
19135,2020-09-17 17:20:02,82,618
19116,2020-09-17 17:20:02,122,755
19111,2020-09-17 17:20:02,247,1331
19139,2020-09-17 17:20:02,289,839
19131,2020-09-17 17:20:02,296,926
19136,2020-09-17 17:20:02,153,1063
19120,2020-09-17 17:20:02,297,1459
19125,2020-09-17 17:20:02,76,299
19121,2020-09-17 17:20:02,168,686
19141,2020-09-17 17:20:02,190,572
19107,2020-09-17 17:20:02,61,234
19138,2020-09-17 17:20:02,149,633
19154,2020-09-17 17:20:02,66,651
19145,2020-09-17 17:20:02,161,824
19140,2020-09-17 17:20:02,400,1097
19152,2020-09-17 17:20:02,190,759
19149,2020-09-17 17:20:02,168,1070
19134,2020-09-17 17:20:02,250,939
19147,2020-09-17 17:20:02,71,431
19150,2020-09-17 17:20:02,94,485
19148,2020-09-17 17:20:02,202,914
19123,2020-09-17 17:20:02,88,334
19126,2020-09-17 17:20:02,157,467
19102,2020-09-17 17:20:02,5,72
19129,2020-09-17 17:20:02,25,135
19115,2020-09-17 17:20:02,134,883
19118,2020-09-17 17:20:02,51,155
19133,2020-09-17 17:20:02,215,518
19106,2020-09-17 17:20:02,13,110
19128,2020-09-17 17:20:02,48,460
19103,2020-09-17 17:20:02,61,232
19130,2020-09-17 17:20:02,89,405
19151,2020-09-17 17:20:02,150,691
19142,2020-09-17 17:20:02,178,657
19104,2020-09-17 17:20:02,229,601
19144,2020-09-17 17:20:02,262,779
19119,2020-09-17 17:20:02,154,459
19132,2020-09-17 17:20:02,229,603
19153,2020-09-17 17:20:02,53,225
19101,2020-09-17 17:20:02,10,29
19146,2020-09-17 17:20:02,130,610
19137,2020-09-17 17:20:02,11,101
19114,2020-09-17 17:20:02,95,555
19122,2020-09-17 17:20:02,95,422
19143,2020-09-17 17:20:02,328,1206
19127,2020-09-17 17:20:02,NA,59
