zip_code,etl_timestamp,NO_UNKNOWN,Yes
19119,2020-08-22 17:20:01,438,149
19132,2020-08-22 17:20:01,575,233
19146,2020-08-22 17:20:01,579,126
19137,2020-08-22 17:20:01,89,10
19114,2020-08-22 17:20:01,513,90
19153,2020-08-22 17:20:01,222,51
19115,2020-08-22 17:20:01,818,132
19104,2020-08-22 17:20:01,560,223
19138,2020-08-22 17:20:01,598,136
19122,2020-08-22 17:20:01,309,93
19149,2020-08-22 17:20:01,975,159
19123,2020-08-22 17:20:01,320,87
19101,2020-08-22 17:20:01,23,10
19130,2020-08-22 17:20:01,315,89
19143,2020-08-22 17:20:01,1154,320
19125,2020-08-22 17:20:01,259,77
19154,2020-08-22 17:20:01,605,58
19151,2020-08-22 17:20:01,645,149
19106,2020-08-22 17:20:01,100,13
19111,2020-08-22 17:20:01,1189,244
19147,2020-08-22 17:20:01,406,70
19144,2020-08-22 17:20:01,745,258
19126,2020-08-22 17:20:01,446,156
19121,2020-08-22 17:20:01,472,164
19118,2020-08-22 17:20:01,140,48
19133,2020-08-22 17:20:01,448,209
19128,2020-08-22 17:20:01,418,46
19103,2020-08-22 17:20:01,218,59
19127,2020-08-22 17:20:01,47,NA
19145,2020-08-22 17:20:01,763,151
19142,2020-08-22 17:20:01,618,176
19124,2020-08-22 17:20:01,1251,243
19105,2020-08-22 17:20:01,5,NA
19135,2020-08-22 17:20:01,559,78
19116,2020-08-22 17:20:01,670,120
19139,2020-08-22 17:20:01,808,287
19131,2020-08-22 17:20:01,872,290
19136,2020-08-22 17:20:01,1008,145
19120,2020-08-22 17:20:01,1372,280
19141,2020-08-22 17:20:01,537,185
19107,2020-08-22 17:20:01,223,60
19140,2020-08-22 17:20:01,971,383
19152,2020-08-22 17:20:01,696,163
19134,2020-08-22 17:20:01,864,231
19150,2020-08-22 17:20:01,459,91
19148,2020-08-22 17:20:01,866,196
19102,2020-08-22 17:20:01,64,5
19129,2020-08-22 17:20:01,125,24
