age,count,etl_timestamp
20-34,9358,2020-09-02 17:20:02
55-74,8479,2020-09-02 17:20:02
75+,3437,2020-09-02 17:20:02
<20,2308,2020-09-02 17:20:02
35-54,10544,2020-09-02 17:20:02
