age,count,etl_timestamp
20-34,9941,2020-09-19 17:20:03
55-74,8700,2020-09-19 17:20:03
75+,3490,2020-09-19 17:20:03
<20,2582,2020-09-19 17:20:03
35-54,10848,2020-09-19 17:20:03
