age,count,etl_timestamp
20-34,10038,2020-09-21 17:20:03
55-74,8739,2020-09-21 17:20:03
75+,3502,2020-09-21 17:20:03
<20,2620,2020-09-21 17:20:03
35-54,10905,2020-09-21 17:20:03
