age,count,etl_timestamp
20-34,5720,2020-06-11 17:20:02
55-74,6817,2020-06-11 17:20:02
75+,2975,2020-06-11 17:20:02
<20,931,2020-06-11 17:20:02
35-54,7655,2020-06-11 17:20:02
