age,count,etl_timestamp
20-34,8726,2020-08-18 17:20:02
55-74,8188,2020-08-18 17:20:02
75+,3348,2020-08-18 17:20:02
<20,2045,2020-08-18 17:20:02
35-54,10108,2020-08-18 17:20:02
