age,count,etl_timestamp
20-34,8281,2020-08-07 17:20:02
55-74,7960,2020-08-07 17:20:02
75+,3294,2020-08-07 17:20:02
<20,1867,2020-08-07 17:20:02
35-54,9702,2020-08-07 17:20:02
