age,count,etl_timestamp
20-34,5580,2020-06-06 17:20:02
55-74,6681,2020-06-06 17:20:02
75+,2912,2020-06-06 17:20:02
<20,879,2020-06-06 17:20:02
35-54,7468,2020-06-06 17:20:02
