age,count,etl_timestamp
20-34,6422,2020-07-01 17:20:02
55-74,7182,2020-07-01 17:20:02
75+,3096,2020-07-01 17:20:02
<20,1310,2020-07-01 17:20:02
35-54,8234,2020-07-01 17:20:02
