age,count,etl_timestamp
20-34,7329,2020-07-20 17:20:02
55-74,7531,2020-07-20 17:20:02
75+,3198,2020-07-20 17:20:02
<20,1591,2020-07-20 17:20:02
35-54,8929,2020-07-20 17:20:02
