age,count,etl_timestamp
20-34,8835,2020-08-21 17:20:03
55-74,8259,2020-08-21 17:20:03
75+,3367,2020-08-21 17:20:03
<20,2094,2020-08-21 17:20:03
35-54,10219,2020-08-21 17:20:03
