age,count,etl_timestamp
20-34,7856,2020-07-28 17:20:02
55-74,7744,2020-07-28 17:20:02
75+,3245,2020-07-28 17:20:02
<20,1739,2020-07-28 17:20:02
35-54,9346,2020-07-28 17:20:02
