age,count,etl_timestamp
20-34,9667,2020-09-10 17:20:02
55-74,8574,2020-09-10 17:20:02
75+,3464,2020-09-10 17:20:02
<20,2473,2020-09-10 17:20:02
35-54,10686,2020-09-10 17:20:02
