age,count,etl_timestamp
20-34,8960,2020-08-25 17:20:01
55-74,8330,2020-08-25 17:20:01
75+,3387,2020-08-25 17:20:01
<20,2131,2020-08-25 17:20:01
35-54,10314,2020-08-25 17:20:01
