age,count,etl_timestamp
20-34,8992,2020-08-26 17:20:02
55-74,8353,2020-08-26 17:20:02
75+,3394,2020-08-26 17:20:02
<20,2158,2020-08-26 17:20:02
35-54,10341,2020-08-26 17:20:02
