age,count,etl_timestamp
20-34,7089,2020-07-16 17:20:02
55-74,7458,2020-07-16 17:20:02
75+,3181,2020-07-16 17:20:02
<20,1528,2020-07-16 17:20:02
35-54,8754,2020-07-16 17:20:02
