age,count,etl_timestamp
20-34,9927,2020-09-17 17:20:02
55-74,8686,2020-09-17 17:20:02
75+,3489,2020-09-17 17:20:02
<20,2572,2020-09-17 17:20:02
35-54,10833,2020-09-17 17:20:02
