age,count,etl_timestamp
20-34,7151,2020-07-17 17:20:02
55-74,7470,2020-07-17 17:20:02
75+,3184,2020-07-17 17:20:02
<20,1542,2020-07-17 17:20:02
35-54,8798,2020-07-17 17:20:02
