age,count,etl_timestamp
20-34,7893,2020-07-29 17:20:02
55-74,7778,2020-07-29 17:20:02
75+,3254,2020-07-29 17:20:02
<20,1750,2020-07-29 17:20:02
35-54,9387,2020-07-29 17:20:02
