age,count,etl_timestamp
20-34,8156,2020-08-04 17:20:02
55-74,7908,2020-08-04 17:20:02
75+,3277,2020-08-04 17:20:02
<20,1818,2020-08-04 17:20:02
35-54,9596,2020-08-04 17:20:02
