age,count,etl_timestamp
20-34,5926,2020-06-18 17:20:02
55-74,6933,2020-06-18 17:20:02
75+,3023,2020-06-18 17:20:02
<20,1008,2020-06-18 17:20:02
35-54,7824,2020-06-18 17:20:02
