age,count,etl_timestamp
20-34,9752,2020-09-12 17:20:02
55-74,8601,2020-09-12 17:20:02
75+,3470,2020-09-12 17:20:02
<20,2512,2020-09-12 17:20:02
35-54,10736,2020-09-12 17:20:02
