age,count,etl_timestamp
20-34,6824,2020-07-11 17:20:02
55-74,7356,2020-07-11 17:20:02
75+,3147,2020-07-11 17:20:02
<20,1451,2020-07-11 17:20:02
35-54,8576,2020-07-11 17:20:02
