age,count,etl_timestamp
20-34,9897,2020-09-16 17:20:03
55-74,8666,2020-09-16 17:20:03
75+,3484,2020-09-16 17:20:03
<20,2559,2020-09-16 17:20:03
35-54,10813,2020-09-16 17:20:03
