age,count,etl_timestamp
20-34,9431,2020-09-03 17:20:02
55-74,8491,2020-09-03 17:20:02
75+,3439,2020-09-03 17:20:02
<20,2358,2020-09-03 17:20:02
35-54,10574,2020-09-03 17:20:02
