age,count,etl_timestamp
20-34,10153,2020-09-24 17:20:02
55-74,8777,2020-09-24 17:20:02
75+,3509,2020-09-24 17:20:02
<20,2662,2020-09-24 17:20:02
35-54,10988,2020-09-24 17:20:02
240,1,2020-09-24 17:20:02
