age,count,etl_timestamp
20-34,5865,2020-06-16 17:20:02
55-74,6924,2020-06-16 17:20:02
75+,3016,2020-06-16 17:20:02
<20,978,2020-06-16 17:20:02
35-54,7799,2020-06-16 17:20:02
