age,count,etl_timestamp
20-34,6915,2020-07-13 17:20:02
55-74,7385,2020-07-13 17:20:02
75+,3155,2020-07-13 17:20:02
<20,1473,2020-07-13 17:20:02
35-54,8634,2020-07-13 17:20:02
