age,count,etl_timestamp
20-34,9639,2020-09-09 17:20:02
55-74,8563,2020-09-09 17:20:02
75+,3461,2020-09-09 17:20:02
<20,2447,2020-09-09 17:20:02
35-54,10681,2020-09-09 17:20:02
