age,count,etl_timestamp
20-34,8772,2020-08-19 17:20:02
55-74,8211,2020-08-19 17:20:02
75+,3354,2020-08-19 17:20:02
<20,2063,2020-08-19 17:20:02
35-54,10152,2020-08-19 17:20:02
