age,count,etl_timestamp
20-34,10109,2020-09-23 17:20:02
55-74,8764,2020-09-23 17:20:02
75+,3508,2020-09-23 17:20:02
<20,2644,2020-09-23 17:20:02
35-54,10957,2020-09-23 17:20:02
240,1,2020-09-23 17:20:02
