age,count,etl_timestamp
20-34,9216,2020-08-31 17:20:02
55-74,8430,2020-08-31 17:20:02
75+,3409,2020-08-31 17:20:02
<20,2227,2020-08-31 17:20:02
35-54,10479,2020-08-31 17:20:02
