age,count,etl_timestamp
20-34,9708,2020-09-11 17:20:02
55-74,8585,2020-09-11 17:20:02
75+,3462,2020-09-11 17:20:02
<20,2492,2020-09-11 17:20:02
35-54,10716,2020-09-11 17:20:02
