age,count,etl_timestamp
20-34,8931,2020-08-24 17:20:02
55-74,8308,2020-08-24 17:20:02
75+,3378,2020-08-24 17:20:02
<20,2123,2020-08-24 17:20:02
35-54,10297,2020-08-24 17:20:02
