racial_identity,count,etl_timestamp
NA,88,2020-08-14 17:20:02
Asian,60,2020-08-14 17:20:02
UNKNOWN,32,2020-08-14 17:20:02
AFRICAN AMERICAN,861,2020-08-14 17:20:02
Other,45,2020-08-14 17:20:02
HISPANIC,151,2020-08-14 17:20:02
White,475,2020-08-14 17:20:02
